Name,TAX ID,KEGG ID,Domain
Tolumonas auensis DSM 9187,595494,tau,bacteria
Alteromonas macleodii str. 'Deep ecotype',314275,amc,bacteria
Alteromonas sp. SN2,715451,alt,bacteria
Glaciecola sp. 4H-3-7+YE-5,983545,gag,bacteria
Marinobacter aquaeolei VT8,351348,maq,bacteria
Saccharophagus degradans 2-40,203122,sde,bacteria
Teredinibacter turnerae T7901,377629,ttu,bacteria
Colwellia psychrerythraea 34H,167879,cps,bacteria
Ferrimonas balearica DSM 9799,550540,fbl,bacteria
Idiomarina loihiensis L2TR,283942,ilo,bacteria
Pseudoalteromonas atlantica T6c,342610,pat,bacteria
Pseudoalteromonas haloplanktis TAC125,326442,pha,bacteria
Pseudoalteromonas sp. SM9913,234831,psm,bacteria
Psychromonas ingrahamii 37,357804,pin,bacteria
Shewanella amazonensis SB2B,326297,saz,bacteria
Shewanella baltica OS155,325240,sbl,bacteria
Shewanella baltica OS185,402882,sbm,bacteria
Shewanella baltica OS195,399599,sbn,bacteria
Shewanella baltica OS223,407976,sbp,bacteria
Shewanella denitrificans OS217,318161,sdn,bacteria
Shewanella frigidimarina NCIMB 400,318167,sfr,bacteria
Shewanella halifaxensis HAW-EB4,458817,shl,bacteria
Shewanella loihica PV-4,323850,slo,bacteria
Shewanella oneidensis MR-1,211586,son,bacteria
Shewanella pealeana ATCC 700345,398579,spl,bacteria
Shewanella piezotolerans WP3,225849,swp,bacteria
Shewanella putrefaciens CN-32,319224,spc,bacteria
Shewanella sediminis HAW-EB3,425104,sse,bacteria
Shewanella sp. ANA-3,94122,shn,bacteria
Shewanella sp. MR-4,60480,she,bacteria
Shewanella sp. MR-7,60481,shm,bacteria
Shewanella sp. W3-18-1,351745,shw,bacteria
Shewanella violacea DSS12,637905,svo,bacteria
Shewanella woodyi ATCC 51908,392500,swd,bacteria
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),374463,bci,bacteria
Candidatus Carsonella ruddii PV,387662,crp,bacteria
Dichelobacter nodosus VCS1703A,246195,dno,bacteria
Allochromatium vinosum DSM 180,572477,alv,bacteria
Nitrosococcus halophilus Nc4,472759,nhl,bacteria
Nitrosococcus oceani ATCC 19707,323261,noc,bacteria
Nitrosococcus watsonii C-113,105559,nwa,bacteria
Alkalilimnicola ehrlichii MLHE-1,187272,aeh,bacteria
Halorhodospira halophila SL1,349124,hha,bacteria
Thioalkalivibrio sp. K90mix,396595,tkm,bacteria
Thioalkalivibrio sulfidophilus HL-EbGr7,396588,tgr,bacteria
Halothiobacillus neapolitanus c2,555778,hna,bacteria
Buchnera aphidicola (Cinara tujafilina),261317,baj,bacteria
Buchnera aphidicola str. 5A (Acyrthosiphon pisum),563178,bap,bacteria
Buchnera aphidicola str. APS (Acyrthosiphon pisum),107806,buc,bacteria
Buchnera aphidicola str. Bp (Baizongia pistaciae),224915,bab,bacteria
Buchnera aphidicola str. Cc (Cinara cedri),372461,bcc,bacteria
Buchnera aphidicola str. Sg (Schizaphis graminum),198804,bas,bacteria
Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),561501,bau,bacteria
Candidatus Moranella endobia PCIT,903503,men,bacteria
Candidatus Riesia pediculicola USDA,515618,rip,bacteria
Citrobacter koseri ATCC BAA-895,290338,cko,bacteria
Citrobacter rodentium ICC168,637910,cro,bacteria
Cronobacter sakazakii ATCC BAA-894,290339,esa,bacteria
Cronobacter turicensis z3032,693216,ctu,bacteria
Dickeya dadantii 3937,198628,ddd,bacteria
Dickeya dadantii Ech586,590409,ddc,bacteria
Dickeya dadantii Ech703,579405,dda,bacteria
Dickeya zeae Ech1591,561229,dze,bacteria
Edwardsiella ictaluri 93-146,634503,eic,bacteria
Edwardsiella tarda EIB202,498217,etr,bacteria
Enterobacter aerogenes KCTC 2190,1028307,eae,bacteria
Enterobacter cloacae SCF1,701347,esc,bacteria
Enterobacter cloacae subsp. cloacae ATCC 13047,716541,enc,bacteria
Enterobacter sp. 638,399742,ent,bacteria
Erwinia amylovora ATCC 49946,716540,eay,bacteria
Erwinia amylovora CFBP1430,665029,eam,bacteria
Erwinia billingiae Eb661,634500,ebi,bacteria
Erwinia pyrifoliae Ep1/96,634499,epy,bacteria
Erwinia tasmaniensis Et1/99,465817,eta,bacteria
Escherichia coli 'BL21-Gold(DE3)pLysS AG',866768,ebd,bacteria
Escherichia coli 536,362663,ecp,bacteria
Escherichia coli 55989,585055,eck,bacteria
Escherichia coli APEC O1,405955,ecv,bacteria
Escherichia coli ATCC 8739,481805,ecl,bacteria
Escherichia coli B str. REL606,413997,ebr,bacteria
Escherichia coli BW2952,595496,ebw,bacteria
Escherichia coli CFT073,199310,ecc,bacteria
Escherichia coli E24377A,331111,ecw,bacteria
Escherichia coli ED1a,585397,ecq,bacteria
Escherichia coli HS,331112,ecx,bacteria
Escherichia coli IAI1,585034,ecr,bacteria
Escherichia coli IAI39,585057,ect,bacteria
Escherichia coli O103:H2 str. 12009,585395,eoh,bacteria
Escherichia coli O111:H- str. 11128,585396,eoi,bacteria
Escherichia coli O127:H6 str. E2348/69,574521,ecg,bacteria
Escherichia coli O157:H7 str. EC4115,444450,ecf,bacteria
Escherichia coli O157:H7 str. EDL933,155864,ece,bacteria
Escherichia coli O157:H7 str. Sakai,386585,ecs,bacteria
Escherichia coli O157:H7 str. TW14359,544404,etw,bacteria
Escherichia coli O26:H11 str. 11368,573235,eoj,bacteria
Escherichia coli O55:H7 str. CB9615,701177,eok,bacteria
Escherichia coli S88,585035,ecz,bacteria
Escherichia coli SE11,409438,ecy,bacteria
Escherichia coli SMS-3-5,439855,ecm,bacteria
Escherichia coli UMN026,585056,eum,bacteria
Escherichia coli UTI89,364106,eci,bacteria
Escherichia coli str. K-12 substr. DH10B,316385,ecd,bacteria
Escherichia coli str. K-12 substr. MG1655,511145,eco,bacteria
Escherichia coli str. K-12 substr. W3110,316407,ecj,bacteria
Escherichia fergusonii ATCC 35469,585054,efe,bacteria
Klebsiella pneumoniae 342,507522,kpe,bacteria
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,kpn,bacteria
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,484021,kpu,bacteria
Klebsiella variicola At-22,640131,kva,bacteria
Pantoea ananatis LMG 20103,706191,pam,bacteria
Pantoea sp. At-9b,592316,pao,bacteria
Pantoea vagans C9-1,712898,pva,bacteria
Pectobacterium atrosepticum SCRI1043,218491,eca,bacteria
Pectobacterium carotovorum subsp. carotovorum PC1,561230,pct,bacteria
Pectobacterium wasabiae WPP163,561231,pwa,bacteria
Photorhabdus asymbiotica,291112,pay,bacteria
Photorhabdus luminescens subsp. laumondii TTO1,243265,plu,bacteria
Proteus mirabilis HI4320,529507,pmr,bacteria
Rahnella sp. Y9602,741091,rah,bacteria
Salmonella bongori NCTC 12419,218493,sbg,bacteria
Salmonella enterica subsp. arizonae serovar 62:z4,z23:--,41514,ses,bacteria
Salmonella enterica subsp. enterica serovar Agona str. SL483,454166,sea,bacteria
Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,321314,sec,bacteria
Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853,439851,sed,bacteria
Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,550537,set,bacteria
Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,550538,seg,bacteria
Salmonella enterica subsp. enterica serovar Heidelberg str. SL476,454169,seh,bacteria
Salmonella enterica subsp. enterica serovar Newport str. SL254,423368,see,bacteria
Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601,554290,sek,bacteria
Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319,spt,bacteria
Salmonella enterica subsp. enterica serovar Paratyphi B,57045,spq,bacteria
Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594,476213,sei,bacteria
Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633,439843,sew,bacteria
Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341,sty,bacteria
Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261,stt,bacteria
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,stm,bacteria
Serratia proteamaculans 568,399741,spe,bacteria
Serratia sp. AS12,768490,srs,bacteria
Serratia sp. AS9,768492,srr,bacteria
Shigella boydii CDC 3083-94,344609,sbc,bacteria
Shigella boydii Sb227,300268,sbo,bacteria
Shigella dysenteriae Sd197,300267,sdy,bacteria
Shigella flexneri 2a str. 2457T,198215,sfx,bacteria
Shigella flexneri 2a str. 301,198214,sfl,bacteria
Shigella flexneri 5 str. 8401,373384,sfv,bacteria
Shigella sonnei Ss046,300269,ssn,bacteria
Sodalis glossinidius str. 'morsitans',343509,sgl,bacteria
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,36870,wbr,bacteria
Xenorhabdus bovienii SS-2004,406818,xbo,bacteria
Xenorhabdus nematophila ATCC 19061,406817,xne,bacteria
Yersinia enterocolitica subsp. enterocolitica 8081,393305,yen,bacteria
Yersinia enterocolitica subsp. palearctica 105.5R(r),994476,yep,bacteria
Yersinia pestis Angola,349746,ypg,bacteria
Yersinia pestis Antiqua,360102,ypa,bacteria
Yersinia pestis CO92,214092,ype,bacteria
Yersinia pestis KIM 10,187410,ypk,bacteria
Yersinia pestis Nepal516,377628,ypn,bacteria
Yersinia pestis Pestoides F,386656,ypp,bacteria
Yersinia pestis Z176003,637386,ypz,bacteria
Yersinia pestis biovar Microtus str. 91001,229193,ypm,bacteria
Yersinia pseudotuberculosis IP 31758,349747,ypi,bacteria
Yersinia pseudotuberculosis IP 32953,273123,yps,bacteria
Yersinia pseudotuberculosis PB1/+,502801,ypb,bacteria
Yersinia pseudotuberculosis YPIII,502800,ypy,bacteria
Candidatus Blochmannia floridanus,203907,bfl,bacteria
Candidatus Blochmannia pennsylvanicus str. BPEN,291272,bpn,bacteria
Candidatus Blochmannia vafer str. BVAF,859654,bva,bacteria
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),572265,hde,bacteria
Coxiella burnetii CbuG_Q212,434923,cbg,bacteria
Coxiella burnetii CbuK_Q154,434924,cbc,bacteria
Coxiella burnetii Dugway 5J108-111,434922,cbd,bacteria
Coxiella burnetii RSA 331,360115,cbs,bacteria
Coxiella burnetii RSA 493,227377,cbu,bacteria
Legionella longbeachae NSW150,661367,llo,bacteria
Legionella pneumophila 2300/99 Alcoy,423212,lpa,bacteria
Legionella pneumophila str. Corby,400673,lpc,bacteria
Legionella pneumophila str. Lens,297245,lpf,bacteria
Legionella pneumophila str. Paris,297246,lpp,bacteria
Legionella pneumophila subsp. pneumophila str. Philadelphia 1,272624,lpn,bacteria
Methylococcus capsulatus str. Bath,243233,mca,bacteria
Methylomonas methanica MC09,857087,mmt,bacteria
Alcanivorax borkumensis SK2,393595,abo,bacteria
Kangiella koreensis DSM 16069,523791,kko,bacteria
Hahella chejuensis KCTC 2396,349521,hch,bacteria
Chromohalobacter salexigens DSM 3043,290398,csa,bacteria
Halomonas elongata DSM 2581,768066,hel,bacteria
Marinomonas mediterranea MMB-1,717774,mme,bacteria
Marinomonas posidonica IVIA-Po-181,491952,mpc,bacteria
Marinomonas sp. MWYL1,400668,mmw,bacteria
Actinobacillus pleuropneumoniae serovar 3 str. JL03,434271,apj,bacteria
Actinobacillus pleuropneumoniae serovar 5b str. L20,416269,apl,bacteria
Actinobacillus pleuropneumoniae serovar 7 str. AP76,537457,apa,bacteria
Actinobacillus succinogenes 130Z,339671,asu,bacteria
Aggregatibacter actinomycetemcomitans D11S-1,668336,aat,bacteria
Aggregatibacter aphrophilus NJ8700,634176,aap,bacteria
Mannheimia succiniciproducens MBEL55E,221988,msu,bacteria
Gallibacterium anatis UMN179,1005058,gan,bacteria
Haemophilus ducreyi 35000HP,233412,hdu,bacteria
Haemophilus influenzae 86-028NP,281310,hit,bacteria
Haemophilus influenzae F3031,866630,hif,bacteria
Haemophilus influenzae F3047,935897,hil,bacteria
Haemophilus influenzae PittEE,374930,hip,bacteria
Haemophilus influenzae PittGG,374931,hiq,bacteria
Haemophilus influenzae Rd KW20,71421,hin,bacteria
Haemophilus parasuis SH0165,557723,hap,bacteria
Haemophilus somnus 129PT,205914,hso,bacteria
Haemophilus somnus 2336,228400,hsm,bacteria
Pasteurella multocida subsp. multocida str. Pm70,272843,pmu,bacteria
Acinetobacter baumannii AB0057,480119,abn,bacteria
Acinetobacter baumannii AB307-0294,557600,abb,bacteria
Acinetobacter baumannii ACICU,405416,abc,bacteria
Acinetobacter baumannii ATCC 17978,400667,acb,bacteria
Acinetobacter baumannii AYE,509173,aby,bacteria
Acinetobacter baumannii SDF,509170,abm,bacteria
Acinetobacter sp. ADP1,62977,aci,bacteria
Acinetobacter sp. DR1,436717,acd,bacteria
Moraxella catarrhalis RH4,749219,mct,bacteria
Psychrobacter arcticus 273-4,259536,par,bacteria
Psychrobacter cryohalolentis K5,335284,pcr,bacteria
Psychrobacter sp. PRwf-1,349106,prw,bacteria
Azotobacter vinelandii DJ,322710,avn,bacteria
Cellvibrio gilvus ATCC 13127,593907,cga,bacteria
Cellvibrio japonicus Ueda107,498211,cja,bacteria
Pseudomonas aeruginosa LESB58,557722,pag,bacteria
Pseudomonas aeruginosa PA7,381754,pap,bacteria
Pseudomonas aeruginosa PAO1,208964,pae,bacteria
Pseudomonas aeruginosa UCBPP-PA14,208963,pau,bacteria
Pseudomonas brassicacearum subsp. brassicacearum NFM421,994484,pba,bacteria
Pseudomonas entomophila L48,384676,pen,bacteria
Pseudomonas fluorescens Pf-5,220664,pfl,bacteria
Pseudomonas fluorescens Pf0-1,205922,pfo,bacteria
Pseudomonas fluorescens SBW25,216595,pfs,bacteria
Pseudomonas fulva 12-X,743720,pfv,bacteria
Pseudomonas mendocina NK-01,1001585,pmk,bacteria
Pseudomonas mendocina ymp,399739,pmy,bacteria
Pseudomonas putida F1,351746,ppf,bacteria
Pseudomonas putida GB-1,76869,ppg,bacteria
Pseudomonas putida KT2440,160488,ppu,bacteria
Pseudomonas putida S16,1042876,ppt,bacteria
Pseudomonas putida W619,390235,ppw,bacteria
Pseudomonas syringae pv. phaseolicola 1448A,264730,psp,bacteria
Pseudomonas stutzeri A1501,379731,psa,bacteria
Pseudomonas stutzeri ATCC 17588 = LMG 11199,96563,psz,bacteria
Pseudomonas syringae pv. tomato str. DC3000,223283,pst,bacteria
Pseudomonas syringae pv. syringae B728a,205918,psb,bacteria
Francisella novicida U112,401614,ftn,bacteria
Francisella philomiragia subsp. philomiragia ATCC 25017,484022,fph,bacteria
Francisella sp. TX077308,573569,frt,bacteria
Francisella tularensis subsp. holarctica FTNF002-00,458234,fta,bacteria
Francisella tularensis subsp. holarctica LVS,376619,ftl,bacteria
Francisella tularensis subsp. holarctica OSU18,393011,fth,bacteria
Francisella tularensis subsp. mediasiatica FSC147,441952,ftm,bacteria
Francisella tularensis subsp. tularensis FSC198,393115,ftf,bacteria
Francisella tularensis subsp. tularensis SCHU S4,177416,ftu,bacteria
Francisella tularensis subsp. tularensis WY96-3418,418136,ftw,bacteria
Thioalkalimicrobium cyclicum ALM1,717773,tcy,bacteria
Thiomicrospira crunogena XCL-2,317025,tcx,bacteria
Aliivibrio salmonicida LFI1238,316275,vsa,bacteria
Vibrio fischeri ES114,312309,vfi,bacteria
Vibrio fischeri MJ11,388396,vfm,bacteria
Vibrio anguillarum 775,882102,van,bacteria
Photobacterium profundum SS9,298386,ppr,bacteria
Vibrio cholerae M66-2,579112,vcm,bacteria
Vibrio cholerae MJ-1236,593588,vcj,bacteria
Vibrio cholerae O1 biovar El Tor str. N16961,243277,vch,bacteria
Vibrio cholerae O395,345073,vco,bacteria
Vibrio harveyi ATCC BAA-1116,338187,vha,bacteria
Vibrio parahaemolyticus RIMD 2210633,223926,vpa,bacteria
Vibrio sp. Ex25,150340,vex,bacteria
Vibrio splendidus LGP32,575788,vsp,bacteria
Vibrio vulnificus CMCP6,216895,vvu,bacteria
Vibrio vulnificus MO6-24/O,914127,vvm,bacteria
Vibrio vulnificus YJ016,196600,vvy,bacteria
Pseudoxanthomonas suwonensis 11-1,743721,psu,bacteria
Stenotrophomonas maltophilia K279a,522373,sml,bacteria
Stenotrophomonas maltophilia R551-3,391008,smt,bacteria
Xanthomonas albilineans,29447,xal,bacteria
Xanthomonas axonopodis pv. citri str. 306,190486,xac,bacteria
Xanthomonas campestris pv. campestris str. 8004,314565,xcb,bacteria
Xanthomonas campestris pv. campestris str. ATCC 33913,190485,xcc,bacteria
Xanthomonas campestris pv. campestris str. B100,509169,xca,bacteria
Xanthomonas campestris pv. vesicatoria str. 85-10,316273,xcv,bacteria
Xanthomonas oryzae pv. oryzae KACC10331,291331,xoo,bacteria
Xanthomonas oryzae pv. oryzae MAFF 311018,342109,xom,bacteria
Xanthomonas oryzae pv. oryzae PXO99A,360094,xop,bacteria
Xylella fastidiosa 9a5c,160492,xfa,bacteria
Xylella fastidiosa M12,405440,xfm,bacteria
Xylella fastidiosa M23,405441,xfn,bacteria
Xylella fastidiosa Temecula1,183190,xft,bacteria
gamma proteobacterium HdN1,83406,gpb,bacteria
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),413404,rma,bacteria
Candidatus Vesicomyosocius okutanii HA,412965,vok,bacteria
Magnetococcus sp. MC-1,156889,mgm,bacteria
Brachyspira hyodysenteriae WA1,565034,bhy,bacteria
Brachyspira murdochii DSM 12563,526224,brm,bacteria
Brachyspira pilosicoli 95/1000,759914,bpo,bacteria
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)',355278,lbf,bacteria
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)',456481,lbi,bacteria
Leptospira borgpetersenii serovar Hardjo-bovis JB197,355277,lbj,bacteria
Leptospira borgpetersenii serovar Hardjo-bovis L550,355276,lbl,bacteria
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,267671,lic,bacteria
Leptospira interrogans serovar Lai str. 56601,189518,lil,bacteria
Borrelia afzelii PKo,390236,baf,bacteria
Borrelia burgdorferi B31,224326,bbu,bacteria
Borrelia burgdorferi ZS7,445985,bbz,bacteria
Borrelia garinii PBi,290434,bga,bacteria
Borrelia duttonii Ly,412419,bdu,bacteria
Borrelia hermsii DAH,314723,bhr,bacteria
Borrelia recurrentis A1,412418,bre,bacteria
Borrelia turicatae 91E135,314724,btu,bacteria
Spirochaeta caldaria DSM 7334,744872,scd,bacteria
Spirochaeta coccoides DSM 17374,760011,scc,bacteria
Spirochaeta smaragdinae DSM 11293,573413,ssm,bacteria
Spirochaeta sp. Buddy,158189,sbu,bacteria
Spirochaeta thermophila DSM 6192,665571,sta,bacteria
Treponema azotonutricium ZAS-9,545695,taz,bacteria
Treponema brennaborense DSM 12168,906968,tbe,bacteria
Treponema denticola ATCC 35405,243275,tde,bacteria
Treponema pallidum subsp. pallidum SS14,455434,tpp,bacteria
Treponema pallidum subsp. pallidum str. Nichols,243276,tpa,bacteria
Treponema paraluiscuniculi Cuniculi A,545776,tpl,bacteria
Treponema primitia ZAS-2,545694,tpi,bacteria
Treponema succinifaciens DSM 2489,869209,tsu,bacteria
Aminobacterium colombiense DSM 12261,572547,aco,bacteria
Thermanaerovibrio acidaminovorans DSM 6589,525903,tai,bacteria
Acholeplasma laidlawii PG-8A,441768,acl,bacteria
Candidatus Phytoplasma mali,37692,pml,bacteria
Candidatus Phytoplasma australiense,59748,pal,bacteria
Aster yellows witches'-broom phytoplasma AYWB,322098,ayw,bacteria
Onion yellows phytoplasma OY-M,262768,poy,bacteria
Mesoplasma florum L1,265311,mfl,bacteria
Mycoplasma agalactiae,2110,mal,bacteria
Mycoplasma agalactiae PG2,347257,maa,bacteria
Mycoplasma arthritidis 158L3-1,243272,mat,bacteria
Mycoplasma bovis Hubei-1,956483,mbh,bacteria
Mycoplasma bovis PG45,289397,mbv,bacteria
Mycoplasma capricolum subsp. capricolum ATCC 27343,340047,mcp,bacteria
Mycoplasma conjunctivae,45361,mco,bacteria
Mycoplasma crocodyli MP145,512564,mcd,bacteria
Mycoplasma fermentans JER,637387,mfr,bacteria
Mycoplasma fermentans M64,943945,mfm,bacteria
Mycoplasma gallisepticum str. R(low),710127,mga,bacteria
Mycoplasma genitalium G37,243273,mge,bacteria
Mycoplasma haemofelis str. Langford 1,941640,mha,bacteria
Mycoplasma hominis ATCC 23114,347256,mho,bacteria
Mycoplasma hyopneumoniae 232,295358,mhy,bacteria
Mycoplasma hyopneumoniae 7448,262722,mhp,bacteria
Mycoplasma hyopneumoniae J,262719,mhj,bacteria
Mycoplasma hyorhinis HUB-1,872331,mhr,bacteria
Mycoplasma leachii PG50,880447,mlc,bacteria
Mycoplasma mobile 163K,267748,mmo,bacteria
Mycoplasma mycoides subsp. capri LC str. 95010,862259,mml,bacteria
Mycoplasma mycoides subsp. mycoides SC str. PG1,272632,mmy,bacteria
Mycoplasma penetrans HF-2,272633,mpe,bacteria
Mycoplasma pneumoniae M129,272634,mpn,bacteria
Mycoplasma pulmonis UAB CTIP,272635,mpu,bacteria
Mycoplasma suis KI3806,708248,msk,bacteria
Mycoplasma suis str. Illinois,768700,mss,bacteria
Mycoplasma synoviae 53,262723,msy,bacteria
Ureaplasma parvum serovar 3 str. ATCC 27815,505682,upa,bacteria
Ureaplasma parvum serovar 3 str. ATCC 700970,273119,uur,bacteria
Ureaplasma urealyticum serovar 10 str. ATCC 33699,565575,uue,bacteria
Thermobaculum terrenum ATCC BAA-798,525904,ttr,bacteria
Thermodesulfatator indicus DSM 15286,667014,tid,bacteria
Thermodesulfobacterium sp. OPB45,795359,top,bacteria
Fervidobacterium nodosum Rt17-B1,381764,fno,bacteria
Kosmotoga olearia TBF 19.5.1,521045,kol,bacteria
Petrotoga mobilis SJ95,403833,pmo,bacteria
Thermosipho africanus TCF52B,484019,taf,bacteria
Thermosipho melanesiensis BI429,391009,tme,bacteria
Thermotoga lettingae TMO,416591,tle,bacteria
Thermotoga maritima MSB8,243274,tma,bacteria
Thermotoga naphthophila RKU-10,590168,tnp,bacteria
Thermotoga neapolitana DSM 4359,309803,tna,bacteria
Thermotoga petrophila RKU-1,390874,tpt,bacteria
Thermotoga sp. RQ2,126740,trq,bacteria
Thermotoga thermarum DSM 5069,688269,tta,bacteria
Opitutus terrae PB90-1,452637,ote,bacteria
Coraliomargarita akajimensis DSM 45221,583355,caa,bacteria
Akkermansia muciniphila ATCC BAA-835,349741,amu,bacteria
Methylacidiphilum infernorum V4,481448,min,bacteria
Acidilobus saccharovorans 345-15,666510,asc,archaea
Aeropyrum pernix K1,272557,ape,archaea
Desulfurococcus kamchatkensis 1221n,490899,dka,archaea
Desulfurococcus mucosus DSM 2162,765177,dmu,archaea
Ignicoccus hospitalis KIN4/I,453591,iho,archaea
Ignisphaera aggregans DSM 17230,583356,iag,archaea
Staphylothermus hellenicus DSM 12710,591019,shc,archaea
Staphylothermus marinus F1,399550,smr,archaea
Thermosphaera aggregans DSM 11486,633148,tag,archaea
Hyperthermus butylicus DSM 5456,415426,hbu,archaea
Acidianus hospitalis W1,933801,aho,archaea
Metallosphaera cuprina Ar-4,1006006,mcn,archaea
Metallosphaera sedula DSM 5348,399549,mse,archaea
Sulfolobus acidocaldarius DSM 639,330779,sai,archaea
Sulfolobus islandicus L.D.8.5,425944,sii,archaea
Sulfolobus islandicus L.S.2.15,429572,sis,archaea
Sulfolobus islandicus M.14.25,427317,sia,archaea
Sulfolobus islandicus M.16.27,427318,sim,archaea
Sulfolobus islandicus M.16.4,426118,sid,archaea
Sulfolobus islandicus Y.G.57.14,439386,siy,archaea
Sulfolobus islandicus Y.N.15.51,419942,sin,archaea
Sulfolobus solfataricus P2,273057,sso,archaea
Sulfolobus tokodaii str. 7,273063,sto,archaea
Thermofilum pendens Hrk 5,368408,tpe,archaea
Caldivirga maquilingensis IC-167,397948,cma,archaea
Pyrobaculum aerophilum str. IM2,178306,pai,archaea
Pyrobaculum arsenaticum DSM 13514,340102,pas,archaea
Pyrobaculum calidifontis JCM 11548,410359,pcl,archaea
Pyrobaculum islandicum DSM 4184,384616,pis,archaea
Thermoproteus neutrophilus V24Sta,444157,tne,archaea
Thermoproteus uzoniensis 768-20,999630,tuz,archaea
Vulcanisaeta distributa DSM 14429,572478,vdi,archaea
Vulcanisaeta moutnovskia 768-28,985053,vmo,archaea
Aciduliprofundum boonei T469,439481,abi,archaea
Archaeoglobus fulgidus DSM 4304,224325,afu,archaea
Archaeoglobus profundus DSM 5631,572546,apo,archaea
Archaeoglobus veneficus SNP6,693661,ave,archaea
Ferroglobus placidus DSM 10642,589924,fpl,archaea
Halalkalicoccus jeotgali B3,795797,hje,archaea
Haloarcula marismortui ATCC 43049,272569,hma,archaea
Halobacterium salinarum R1,478009,hsl,archaea
Halobacterium sp. NRC-1,64091,hal,archaea
Haloferax volcanii DS2,309800,hvo,archaea
Halogeometricum borinquense DSM 11551,469382,hbo,archaea
Halomicrobium mukohataei DSM 12286,485914,hmu,archaea
Halopiger xanaduensis SH-6,797210,hxa,archaea
Haloquadratum walsbyi DSM 16790,362976,hwa,archaea
Halorhabdus utahensis DSM 12940,519442,hut,archaea
Halorubrum lacusprofundi ATCC 49239,416348,hla,archaea
Haloterrigena turkmenica DSM 5511,543526,htu,archaea
Natrialba magadii ATCC 43099,547559,nmg,archaea
Natronomonas pharaonis DSM 2160,348780,nph,archaea
Methanobacterium sp. AL-21,868132,mel,archaea
Methanobacterium sp. SWAN-1,868131,mew,archaea
Methanobrevibacter ruminantium M1,634498,mru,archaea
Methanobrevibacter smithii ATCC 35061,420247,msi,archaea
Methanosphaera stadtmanae DSM 3091,339860,mst,archaea
Methanothermobacter marburgensis str. Marburg,79929,mmg,archaea
Methanothermobacter thermautotrophicus str. Delta H,187420,mth,archaea
Methanothermus fervidus DSM 2088,523846,mfv,archaea
Methanocaldococcus fervens AG86,573064,mfe,archaea
Methanocaldococcus infernus ME,573063,mif,archaea
Methanocaldococcus jannaschii DSM 2661,243232,mja,archaea
Methanocaldococcus sp. FS406-22,644281,mfs,archaea
Methanocaldococcus vulcanius M7,579137,mvu,archaea
Methanotorris igneus Kol 5,880724,mig,archaea
Methanococcus aeolicus Nankai-3,419665,mae,archaea
Methanococcus maripaludis C5,402880,mmq,archaea
Methanococcus maripaludis C6,444158,mmx,archaea
Methanococcus maripaludis C7,426368,mmz,archaea
Methanococcus maripaludis S2,267377,mmp,archaea
Methanococcus maripaludis XI,1053692,mmd,archaea
Methanococcus vannielii SB,406327,mvn,archaea
Methanococcus voltae A3,456320,mvo,archaea
Methanothermococcus okinawensis IH1,647113,mok,archaea
Methanocella paludicola SANAE,304371,mpd,archaea
Methanoregula boonei 6A8,456442,mbn,archaea
Methanosphaerula palustris E1-9c,521011,mpl,archaea
Methanocorpusculum labreanum Z,410358,mla,archaea
Methanoculleus marisnigri JR1,368407,mem,archaea
Methanoplanus petrolearius DSM 11571,679926,mpi,archaea
Methanospirillum hungatei JF-1,323259,mhu,archaea
Methanosaeta concilii GP6,990316,mcj,archaea
Methanosaeta thermophila PT,349307,mtp,archaea
Methanococcoides burtonii DSM 6242,259564,mbu,archaea
Methanohalobium evestigatum Z-7303,644295,mev,archaea
Methanohalophilus mahii DSM 5219,547558,mmh,archaea
Methanosalsum zhilinae DSM 4017,679901,mzh,archaea
Methanosarcina acetivorans C2A,188937,mac,archaea
Methanosarcina barkeri str. Fusaro,269797,mba,archaea
Methanosarcina mazei Go1,192952,mma,archaea
Methanopyrus kandleri AV19,190192,mka,archaea
Pyrococcus abyssi GE5,272844,pab,archaea
Pyrococcus furiosus DSM 3638,186497,pfu,archaea
Pyrococcus horikoshii OT3,70601,pho,archaea
Pyrococcus sp. NA2,342949,pyn,archaea
