"URL","Reference_id","Method","Evaluation","EC value","Enzyme","Reaction","K","Temp","Ionic strength","pH","enthalpy","enthalpy","enthalpy","m(KCl,mol.kg-3)","c(KCl,mol dm-3)","m(KCl,mol.kg-1)","c(Na+,mol dm-3)","c(NaCl,mol dm-3)","c(MnCl2,mol dm-3)","c(MgCl2)","c(MnSO4,mol dm-3)","c c(Mg2+,mol dm-3)","c(MgSO4,mol dm-3)","m(MgCl2,mol.kg-1)","c(CaCl2,mol dm-3)","c(ZnCl2,mol dm-3)","c(Mg)tot(mol dm-3)","c(MgCl2,mol dm-3)","c(Mg2+,mol dm-3)","c(MnSO4)","pMn","pMg","c(total substrate,mol dm-3)","c(nucleotide)tot(mol dm-3)","x(cosolvent)","cosolvent","salt","c(salt,mol dm-3)","c(Tris,mol dm-3)",,"c(spermidine,mol dm-3)","c(phosphate,mol dm-3)","c(orthophosphate)","c(orthophosphate,mol dm-3)","c(tetra-n-propylammonium+,mol dm-3)","buffer","buffer(mol dm-3)","Buffer",,1
"enzyme_data1.pl?col=1.&T1=99GRA/NID_1543","99GRA/NID","chromatography","B","1.1.1.133","dTDP-4-dehydrorhamnose reductase","dTDP-6-deoxy-L-lyxo-4-hexulose(aq) + NAD(red)(aq) = dTDP-L-rhamnose(aq) + NAD(ox)(aq)","3.6 104",298.15,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ethanolamine (0.050 mol dm-3) + HCl",,2566
"enzyme_data1.pl?col=1.&T1=99GRA/NID_1544","99GRA/NID","chromatography","B","1.1.1.133 and 5.1.3","dTDP-4-dehydrorhamnose reductase and dTDP-4-dehydrorhamnose 3,5-epimerase","dTDP-6-deoxy-D-xylo-4-hexulose(aq) + NAD(red)(aq) = dTDP-L-rhamnose(aq) + NAD(ox)(aq)",450,298.15,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ethanolamine (0.050 mol dm-3) + HCl",,2567
"enzyme_data1.pl?col=1.&T1=66MAT/STR_533","66MAT/STR","spectrophotometry","B","2.6.1.33","dTDP-4-amino-4,6-dideoxy-D-glucose transaminase","dTDP-4-amino-4,6-dideoxy-D-glucose(aq) + 2-oxoglutarate(aq) = dTDP-4-dehydro-6-deoxy-D-glucose(aq) + L-glutamate(aq)",2,310.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.12 mol dm-3)",,2568
"enzyme_data1.pl?col=1.&T1=59HOL_50","59HOL","spectrophotometry","B","1.1.1.9","D-xylulose reductase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)","4.19E-03",298.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.05 mol dm-3)",,2569
"enzyme_data1.pl?col=1.&T1=59HOL_50","59HOL","spectrophotometry","B","1.1.1.9","D-xylulose reductase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)","4.19E-02",298.15,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.05 mol dm-3)",,2570
"enzyme_data1.pl?col=1.&T1=89SCH/GIF_68","89SCH/GIF","spectrophotometry","C","1.1.1.14","L-iditol 2-dehydrogenase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)","5.80E-03",298.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate (0.10 mol dm-3)",,2571
"enzyme_data1.pl?col=1.&T1=91SCH/GIF_69","91SCH/GIF","spectrophotometry","C","1.1.1.14","L-iditol dehydrogenase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)",0.032,298.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate (0.1 mol dm-3)",,2572
"enzyme_data1.pl?col=1.&T1=51BLA_65","51BLA","spectrophotometry and chemical analysis","B","1.1.1.14","L-iditol dehydrogenase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)",0.24,293.15,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate (0.03 mol dm-3)",,2573
"enzyme_data1.pl?col=1.&T1=96TEW/GOL_70","96TEW/GOL","HPLC and spectrophotometry","A","1.1.1.14","L-iditol 2-dehydrogenase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)",0.094,298.15,0.197,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,2574
"enzyme_data1.pl?col=1.&T1=62CHA/VEI_67","62CHA/VEI","spectrophotometry","B","1.1.1.14","L-iditol dehydrogenase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)",0.454,296.15,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glycine + KOH",,2575
"enzyme_data1.pl?col=1.&T1=96TEW/GOL_71","96TEW/GOL","calorimetry","A","1.1.1.14","L-iditol 2-dehydrogenase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)",,298.15,0.217,7.55,-17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576
"enzyme_data1.pl?col=1.&T1=54WIL/BAN_66","54WIL/BAN","spectrophotometry","C","1.1.1.14","L-iditol dehydrogenase","D-sorbitol(aq) + NAD(aq) = D-fructose(aq) + NADH(aq)","2.05E-02",298.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2577
"enzyme_data1.pl?col=1.&T1=81HIR_225","81HIR",,"C","1.1.1.-","sorbitol-6-phosphate dehydrogenase (NADP+)","D-sorbitol 6-phosphate(aq) + NADP(aq) = D-glucose 6-phosphate(aq) + NADPH(aq)",0.234,303.15,,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.05 mol dm-3) + HCl",,2578
"enzyme_data1.pl?col=1.&T1=59SHO/PRI_216","59SHO/PRI",,"C","1.1.1.140","sorbitol-6-phosphate dehydrogenase","D-sorbitol 6-phosphate(aq) + NAD(aq) = D-fructose 6-phosphate(aq) + NADH(aq)",2.2,298.15,,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.035 mol dm-3)",,2579
"enzyme_data1.pl?col=1.&T1=56HUR/HOR_1244","56HUR/HOR","enzymatic assay and spectrophotometry","B","5.1.3.1","ribulose-phosphate 3-epimerase","D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq)",1.5,298.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.078 mol dm-3)",,2580
"enzyme_data1.pl?col=1.&T1=56STU/HOR_1245","56STU/HOR","spectrophotometry","C","5.1.3.1","ribulose-phosphate 3-epimerase","D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq)",0.83,310.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.025 mol dm-3)",,2581
"enzyme_data1.pl?col=1.&T1=86CAS/VEE2_1248","86CAS/VEE2","enzymatic assay and spectrophotometry","A","5.1.3.1","ribulose-phosphate 3-epimerase","D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq)",1.82,311.15,0.25,7,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,"phosphate (0.020 mol dm-3)",,2582
"enzyme_data1.pl?col=1.&T1=57ASH/HIC_1246","57ASH/HIC","spectrophotometry","C","5.1.3.1","ribulose-phosphate 3-epimerase","D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq)",1.4,310.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"imidazole (0.01 mol dm-3)",,2583
"enzyme_data1.pl?col=1.&T1=58TAB/SRE_1247","58TAB/SRE","enzymatic assay and spectrophotometry","B","5.1.3.1","ribulose-phosphate 3-epimerase","D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq)",3,310.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glycylglycine (0.056 mol dm-3)",,2584
"enzyme_data1.pl?col=1.&T1=88TEW/STE2_814","88TEW/STE2","calorimetry","A","3.1.3.1","alkaline phosphatase","D-ribulose 5-phosphate(aq) + H2O(l) = D-ribulose(aq) + orthophosphate(aq)",,298.15,,8.5,-11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris",,2585
"enzyme_data1.pl?col=1.&T1=88TEW/STE2_814","88TEW/STE2","calorimetry","A","3.1.3.1","alkaline phosphatase","D-ribulose 5-phosphate(aq) + H2O(l) = D-ribulose(aq) + orthophosphate(aq)",,304.65,,8.5,-12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris",,2586
"enzyme_data1.pl?col=1.&T1=88TEW/STE2_814","88TEW/STE2","calorimetry","A","3.1.3.1","alkaline phosphatase","D-ribulose 5-phosphate(aq) + H2O(l) = D-ribulose(aq) + orthophosphate(aq)",,310.15,,8.5,-13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris",,2587
"enzyme_data1.pl?col=1.&T1=56KIT/HOR_1085","56KIT/HOR","microcalorimetry","C","4.1.1.39","ribulose-biphosphate carboxylase","D-ribulose 1,5-biphosphate(aq) + carbon dioxide(aq) = 2 3-phospho-D-glycerate(aq)",,298.15,,8,-43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"triethanolamine",,"Tris (0.1 mol dm-3) + HCl and triethanolamine",,2588
"enzyme_data1.pl?col=1.&T1=56KIT/HOR_1085","56KIT/HOR","microcalorimetry","C","4.1.1.39","ribulose-biphosphate carboxylase","D-ribulose 1,5-biphosphate(aq) + carbon dioxide(aq) = 2 3-phospho-D-glycerate(aq)",,298.15,,8,-61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris + HCl",,"Tris (0.1 mol dm-3) + HCl and triethanolamine",,2589
"enzyme_data1.pl?col=1.&T1=75IZU/REE_1376","75IZU/REE",,"B","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",0.39,310.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.025 mol dm-3)",,2590
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1377","85TEW/GOL2","HPLC","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",0.446,320.25,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2591
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1377","85TEW/GOL2","HPLC","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",0.484,325.25,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2592
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1377","85TEW/GOL2","HPLC","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",0.521,331.95,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2593
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1377","85TEW/GOL2","HPLC","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",0.591,343.75,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2594
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1377","85TEW/GOL2","HPLC","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",0.391,313.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2595
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1377","85TEW/GOL2","HPLC","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",0.563,338.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2596
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1377","85TEW/GOL2","HPLC","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",0.489,328.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2597
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1378","85TEW/GOL2","calorimetry","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",,338.15,,"~7.1",12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,2598
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1378","85TEW/GOL2","calorimetry","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",,331.65,,"~7.1",12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,2599
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1378","85TEW/GOL2","calorimetry","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",,325.35,,"~7.1",11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,2600
"enzyme_data1.pl?col=1.&T1=85TEW/GOL2_1378","85TEW/GOL2","calorimetry","A","5.3.1.20","ribose isomerase","D-ribose(aq) = D-ribulose(aq)",,320.15,,"~7.1",10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,2601
"enzyme_data1.pl?col=1.&T1=88TEW/STE_1339","88TEW/STE","calorimetry","B","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",,298.15,,8.52,"~14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2602
"enzyme_data1.pl?col=1.&T1=54AXE/JAN_1331","54AXE/JAN","enzymatic assay and spectrophotometry","B","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.264,298.65,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2603
"enzyme_data1.pl?col=1.&T1=54AXE/JAN_1331","54AXE/JAN","enzymatic assay and spectrophotometry","B","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.323,310.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2604
"enzyme_data1.pl?col=1.&T1=54AXE/JAN_1331","54AXE/JAN","enzymatic assay and spectrophotometry","B","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.164,273.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2605
"enzyme_data1.pl?col=1.&T1=56DIC/WIL_1333","56DIC/WIL","chromatography and spectrophotometry","C","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.67,310.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2606
"enzyme_data1.pl?col=1.&T1=60AGO/ARA_1336","60AGO/ARA","spectrophotometry","B","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.179,298.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.05 mol dm-3) + HCl",,2607
"enzyme_data1.pl?col=1.&T1=60AGO/ARA_1336","60AGO/ARA","spectrophotometry","B","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.312,311.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.05 mol dm-3) + HCl",,2608
"enzyme_data1.pl?col=1.&T1=60AGO/ARA_1336","60AGO/ARA","spectrophotometry","B","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.227,304.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.05 mol dm-3) + HCl",,2609
"enzyme_data1.pl?col=1.&T1=63DOB/DEM_1337","63DOB/DEM","spectrophotometry","C","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.3,310.15,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.020 mol dm-3) + HCl",,2610
"enzyme_data1.pl?col=1.&T1=58BRU/NOL_1334","58BRU/NOL","spectrophotometry","C","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.28,310.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris",,2611
"enzyme_data1.pl?col=1.&T1=58BRU/NOL_1334","58BRU/NOL","spectrophotometry","C","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.31,273.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris",,2612
"enzyme_data1.pl?col=1.&T1=86CAS/VEE2_1338","86CAS/VEE2","enzymatic assay and spectrophotometry","A","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.83,311.15,0.25,7,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,"phosphate (0.020 mol dm-3)",,2613
"enzyme_data1.pl?col=1.&T1=58TAB/SRE_1335","58TAB/SRE","enzymatic assay and spectrophotometry","B","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)",0.32,310.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glycylglycine (0.056 mol dm-3)",,2614
"enzyme_data1.pl?col=1.&T1=55DIC/WIL_1332","55DIC/WIL","chromatography and spectrophotometry","C","5.3.1.6","ribose-5-phosphate isomerase","D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq)","~0.59",310.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615
"enzyme_data1.pl?col=1.&T1=88TEW/STE2_813","88TEW/STE2","calorimetry","A","3.1.3.1","alkaline phosphatase","D-ribose 5-phosphate(aq) + H2O(l) = D-ribose(aq) + orthophosphate(aq)",,298.15,,8.4,-5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris",,2616
"enzyme_data1.pl?col=1.&T1=88TEW/STE2_813","88TEW/STE2","calorimetry","A","3.1.3.1","alkaline phosphatase","D-ribose 5-phosphate(aq) + H2O(l) = D-ribose(aq) + orthophosphate(aq)",,304.65,,8.4,-5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris",,2617
"enzyme_data1.pl?col=1.&T1=88TEW/STE2_813","88TEW/STE2","calorimetry","A","3.1.3.1","alkaline phosphatase","D-ribose 5-phosphate(aq) + H2O(l) = D-ribose(aq) + orthophosphate(aq)",,310.15,,8.4,-5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris",,2618
"enzyme_data1.pl?col=1.&T1=92KIM/KIN_1411","92KIM/KIN","enzymatic assay","A","5.4.2.7","phosphopentomutase","D-ribose 1-phosphate(aq) = D-ribose 5-phosphate(aq)",26,311.15,0.25,7,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,"Mops",,2619
"enzyme_data1.pl?col=1.&T1=56PAL/DOU_1344","56PAL/DOU","chemical analysis and spectrophotometry","C","5.3.1.7.","mannose isomerase","D-rhamnose(aq) = D-rhamnulose(aq)",0.58,303.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3) + HCl",,2620
"enzyme_data1.pl?col=1.&T1=86TEW/GOL_1321","86TEW/GOL","HPLC","A","5.3.1.5","xylose isomerase","D-psicose(aq) =-D-allose(aq)",2.15,317.25,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2621
"enzyme_data1.pl?col=1.&T1=86TEW/GOL_1321","86TEW/GOL","HPLC","A","5.3.1.5","xylose isomerase","D-psicose(aq) =-D-allose(aq)",2.32,325.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2622
"enzyme_data1.pl?col=1.&T1=86TEW/GOL_1321","86TEW/GOL","HPLC","A","5.3.1.5","xylose isomerase","D-psicose(aq) =-D-allose(aq)",2.77,341.55,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2623
"enzyme_data1.pl?col=1.&T1=86TEW/GOL_1321","86TEW/GOL","HPLC","A","5.3.1.5","xylose isomerase","D-psicose(aq) =-D-allose(aq)",3.01,349.25,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2624
"enzyme_data1.pl?col=1.&T1=86TEW/GOL_1321","86TEW/GOL","HPLC","A","5.3.1.5","xylose isomerase","D-psicose(aq) =-D-allose(aq)",2.55,333.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.039 mol dm-3)",,2625
"enzyme_data1.pl?col=1.&T1=86TEW/GOL_1322","86TEW/GOL","HPLC","B","5.3.1.5","xylose isomerase","D-psicose(aq) = D-altrose(aq)","~0.30",333.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate",,2626
"enzyme_data1.pl?col=1.&T1=73SOM/COS_1418","73SOM/COS","chromatography and radioactivity","C","5.4.3.5","D-ornithine 4,5-aminomutase","D-ornithine(aq) = D-threo-2,4-diaminopentanoate(aq)",0.9,310.15,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2627
"enzyme_data1.pl?col=1.&T1=75MAN/LAN_336","75MAN/LAN","calorimetry","C","1.14.14.3","alkanal monooxygenase (FMN-linked)","dodecanal(aq) + FMN(reduced) + O2(aq) = dodecanoic acid(aq) + FMN(oxidized) + H2O(l)",,298.15,,7,-308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate (0.15 mol dm-3)",,2628
"enzyme_data1.pl?col=1.&T1=75MAN/LAN_336","75MAN/LAN","calorimetry","C","1.14.14.3","alkanal monooxygenase (FMN-linked)","dodecanal(aq) + FMN(reduced) + O2(aq) = dodecanoic acid(aq) + FMN(oxidized) + H2O(l)",,280.15,,7,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potassium phosphate (0.15 mol dm-3)",,2629
"enzyme_data1.pl?col=1.&T1=70HEY/ELB_1343","70HEY/ELB","spectrophotometry and chemical analysis","C","5.3.1.7","mannose isomerase","D-mannose(aq) = D-fructose(aq)","~1.9",310.15,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris + maleate",,2630
"enzyme_data1.pl?col=1.&T1=56PAL/DOU_1341","56PAL/DOU","chemical analysis and spectrophotometry","C","5.3.1.7","mannose isomerase","D-mannose(aq) = D-fructose(aq)",2.45,303.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3) + HCl",,2631
"enzyme_data1.pl?col=1.&T1=67TAK2_1342","67TAK2","chemical analysis and polarimetry","B","5.3.1.7","mannose isomerase","D-mannose(aq) = D-fructose(aq)",3,284.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.05 mol dm-3)",,2632
"enzyme_data1.pl?col=1.&T1=67TAK2_1342","67TAK2","chemical analysis and polarimetry","B","5.3.1.7","mannose isomerase","D-mannose(aq) = D-fructose(aq)",3,298.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.05 mol dm-3)",,2633
"enzyme_data1.pl?col=1.&T1=67TAK2_1342","67TAK2","chemical analysis and polarimetry","B","5.3.1.7","mannose isomerase","D-mannose(aq) = D-fructose(aq)",3,313.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.05 mol dm-3)",,2634
"enzyme_data1.pl?col=1.&T1=67TAK2_1342","67TAK2","chemical analysis and polarimetry","B","5.3.1.7","mannose isomerase","D-mannose(aq) = D-fructose(aq)",2.9,308.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.05 mol dm-3)",,2635
"enzyme_data1.pl?col=1.&T1=67TAK2_1342","67TAK2","chemical analysis and polarimetry","B","5.3.1.7","mannose isomerase","D-mannose(aq) = D-fructose(aq)",3.1,274.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.05 mol dm-3)",,2636
"enzyme_data1.pl?col=1.&T1=67TAK2_1342","67TAK2","chemical analysis and polarimetry","B","5.3.1.7","mannose isomerase","D-mannose(aq) = D-fructose(aq)",3.1,279.15,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phosphate (0.05 mol dm-3)",,2637
"enzyme_data1.pl?col=1.&T1=88TEW/STE_1348","88TEW/STE","calorimetry","A","5.3.1.8","mannose-6-phosphate isomerase","D-mannose 6-phosphate(aq) = D-fructose 6-phosphate(aq)",,304.74,,8.5,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2638
"enzyme_data1.pl?col=1.&T1=88TEW/STE_1348","88TEW/STE","calorimetry","A","5.3.1.8","mannose-6-phosphate isomerase","D-mannose 6-phosphate(aq) = D-fructose 6-phosphate(aq)",,298.15,,8.5,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2639
"enzyme_data1.pl?col=1.&T1=88TEW/STE_1347","88TEW/STE","calorimetry","A","5.3.1.8","mannose-6-phosphate isomerase","D-mannose 6-phosphate(aq) = D-fructose 6-phosphate(aq)",1.03,304.75,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2640
"enzyme_data1.pl?col=1.&T1=88TEW/STE_1347","88TEW/STE","calorimetry","A","5.3.1.8","mannose-6-phosphate isomerase","D-mannose 6-phosphate(aq) = D-fructose 6-phosphate(aq)",0.99,298.15,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tris (0.1 mol dm-3)",,2641
"enzyme_data1.pl?col=1.&T1=50SLE_1345","50SLE","spectrophotometry","B","5.3.1.8","mannose-6-phosphate isomerase","D-mannose 6-phosphate(aq) = D-fructose 6-phosphate(aq)",1.5,303.15,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barbital (0.05 mol dm-3)",,2642
