url,reference_id,method,evaluation,ec,enzyme,kegg_reaction,reaction,K,T,I,pH,pMg,comment,Ktype
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.000826,298.15,0,7.06,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.00119,298.15,0,7.18,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.00145,298.15,0,7.22,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.5,298.15,0.0287,8.39,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.01,298.15,0.0349,7.53,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.00555,298.15,0,7.39,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.000175,298.15,0,6.51,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.000935,298.15,0,6.91,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.17,298.15,0.0287,8.19,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68REE/MEN_713,68REE/MEN,enzymatic assay and spectrophotometry,B,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.071,298.15,0.0287,7.88,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73SUG_714,73SUG,enzymatic assay and spectrophotometry,C,2.7.9.1,"pyruvate,orthophosphate dikinase",C00002 + C00022 + C00009 = C00020 + C00074 + C00013,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),0.0049,298.15,0,7.24,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=99SAK/UTS_1605,99SAK/UTS,enzymatic assay,C,2.7.9.2,"pyruvate, water dikinase",C00002 + C00022 + C00001 = C00020 + C00074 + C00009,ATP(aq) + pyruvate(aq) + H2O(l) = AMP(aq) + phosphoenolpyruvate(aq) + orthophosphate(aq),52.0,323.15,0.125,6.5,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66WOO/DAV_1445,66WOO/DAV,spectrophotometry and enzymatic assay,A,6.4.1.1,pyruvate carboxylase,C00002 + C00022 + C00288 = C00008 + C00009 + C00036,ATP(aq) + pyruvate(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + oxaloacetate(aq),6.55,298.15,0.026,7.4,2.35,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66WOO/DAV_1445,66WOO/DAV,spectrophotometry and enzymatic assay,A,6.4.1.1,pyruvate carboxylase,C00002 + C00022 + C00288 = C00008 + C00009 + C00036,ATP(aq) + pyruvate(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + oxaloacetate(aq),10.2,298.15,0.026,8,2.35,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66WOO/DAV_1445,66WOO/DAV,spectrophotometry and enzymatic assay,A,6.4.1.1,pyruvate carboxylase,C00002 + C00022 + C00288 = C00008 + C00009 + C00036,ATP(aq) + pyruvate(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + oxaloacetate(aq),0.59,298.15,0.02,7.8,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66WOO/DAV_1445,66WOO/DAV,spectrophotometry and enzymatic assay,A,6.4.1.1,pyruvate carboxylase,C00002 + C00022 + C00288 = C00008 + C00009 + C00036,ATP(aq) + pyruvate(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + oxaloacetate(aq),6.8,298.15,0.0395,7.4,2.05,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66WOO/DAV_1445,66WOO/DAV,spectrophotometry and enzymatic assay,A,6.4.1.1,pyruvate carboxylase,C00002 + C00022 + C00288 = C00008 + C00009 + C00036,ATP(aq) + pyruvate(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + oxaloacetate(aq),2.0,298.15,0.02,7.06,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=66WOO/DAV_1445,66WOO/DAV,spectrophotometry and enzymatic assay,A,6.4.1.1,pyruvate carboxylase,C00002 + C00022 + C00288 = C00008 + C00009 + C00036,ATP(aq) + pyruvate(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + oxaloacetate(aq),1.4,298.15,0.02,7.03,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=80ELM/HAS_562,80ELM/HAS,radioactivity and spectrophotometry,B,2.7.1.37,protein kinase,,ATP(aq) + pyruvate kinase(aq) = ADP(aq) + phosphoenolpyruvate kinase(aq),22.0,303.15,0,6.7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65KAZ/GRO_1447,65KAZ/GRO,spectrophotometry and enzymatic assay,C,6.4.1.3,propanoyl-CoA carboxylase,C00002 + C00100 + C00288 = C00008 + C00009 + C00683,ATP(aq) + propanoyl-CoA(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + (S)-methylmalonyl-CoA(aq),5.7,301.15,0.125,8.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=62HAL/FEN_1446,62HAL/FEN,spectrophotometry,B,6.4.1.3,propanoyl-CoA carboxylase,C00002 + C00100 + C00288 = C00008 + C00009 + C00683,ATP(aq) + propanoyl-CoA(aq) + carbon dioxide(aq) = ADP(aq) + phosphate(aq) + (S)-methylmalonyl-CoA(aq),0.0081,310.15,0.0838,8.15,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54HEL_1435,54HEL,enzymatic assay,C,6.2.1.1,acetate-CoA ligase,C00002 + C00163 + C00010 = C00020 + C00013 + C00100,ATP(aq) + propanoate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + propanonyl-CoA(aq),1.15,311.15,0.125,8,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=62RAB_561,62RAB,radioactivity,C,2.7.1.37,protein kinase,,ATP(aq) + phosvitin(aq) = ADP(aq) + dephosvitin(aq),40.0,310.15,0,5.9,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=77APP/NAI_556,77APP/NAI,enzymatic assay and chromatography,B,2.7.1.23,NAD+ kinase,C00002 + C00003 = C00008 + C00006,ATP(aq) + NAD(aq) = ADP(aq) + NADP(aq),29.3,303.15,0,6.1,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=85GEU/MAY_1542,85GEU/MAY,radioactivity,B,2.7.1.117,myosin-light-chain kinase,C00002 + C01003 = C00008 + C03875,ATP(aq) + myosin light chain(aq) = ADP(aq) + myosin light chain phosphate(aq),59.0,303.15,0,7.2,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=75SHI/BEA_560,75SHI/BEA,radioactivity,B,2.7.1.37,protein kinase,,ATP(aq) + lysozyme(aq) = ADP(aq) + phospholysozyme(aq),24.0,303.15,0.0125,6.9,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),2.91,303.15,0.0985,7.4,1.74,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),2.46,303.15,0.0905,7.4,1.85,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.07,303.15,0.0665,7.4,2.7,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),0.91,303.15,0.0631,7.4,3.49,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),0.98,303.15,0.0638,7.4,3.18,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),2.69,303.15,0.0905,7.4,1.85,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.21,303.15,0.0685,7.4,2.52,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),0.96,303.15,0.0638,7.4,3.18,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.31,303.15,0.0705,7.4,2.4,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.09,303.15,0.0665,7.4,2.7,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.56,303.15,0.0745,7.4,2.22,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),0.96,303.15,0.0647,7.4,2.96,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.8,303.15,0.0745,7.4,2.22,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.35,303.15,0.0705,7.4,2.4,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.09,303.15,0.0647,7.4,2.96,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.21,303.15,0.0685,7.4,2.52,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),1.99,303.15,0.0825,7.4,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),2.16,303.15,0.0825,7.4,2,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),0.95,303.15,0.0631,7.4,3.49,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=06AIR2_1503,06AIR2,radioactivity,A,6.1.1.1,tyrosine-tRNA ligase,C00002 + C00082 + C00787 = C00020 + C00013 + C02839,ATP(aq) + L-tyrosine(aq) + tRNA-Tyr(aq) = AMP(aq) + pyrophosphate(aq) + L-tyrosyl-tRNA-Tyr(aq),0.95,303.15,0.0631,7.4,3.49,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60LEA/GLA_1578,60LEA/GLA,radioactivity,B,6.1.1.3,threonin-tRNA ligase,,ATP(aq) + L-threonine(aq) + tRNA-Thr(aq) = AMP(aq) + pyrophosphate(aq) + L-threonyl-tRNA-Thr(aq),0.37,310.16,0,7,,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),1.0,303.15,0.0745,7.4,2.22,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),0.57,303.15,0.0665,7.4,2.7,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),2.13,303.15,0.0661,7.4,2.74,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),1.34,303.15,0.0645,7.4,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),1.62,303.15,0.0653,7.4,2.85,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),0.54,303.15,0.0645,7.4,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),0.73,303.15,0.0685,7.4,2.52,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),1.66,303.15,0.0661,7.4,2.74,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),1.35,303.15,0.0645,7.4,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),1.69,303.15,0.0653,7.4,2.85,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),0.91,303.15,0.0745,7.4,2.22,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),0.6,303.15,0.0665,7.4,2.7,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),0.7,303.15,0.0685,7.4,2.52,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1505,06AIR2,radioactivity,A,6.1.1.11,serine-tRNA ligase,C00002 + C00065 + C01650 = C00020 + C00013 + C02553,ATP(aq) + L-serine(aq) + tRNA-Ser(aq) = AMP(aq) + pyrophosphate(aq) + L-seryl-tRNA-Ser(aq),0.52,303.15,0.0645,7.4,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508,06AIR2,radioactivity,A,6.1.1.20,phenylalanine-tRNA ligase,,ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq),1.38,303.15,0.0745,7.4,2.22,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508,06AIR2,radioactivity,A,6.1.1.20,phenylalanine-tRNA ligase,,ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq),1.01,303.15,0.0665,7.4,2.7,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508,06AIR2,radioactivity,A,6.1.1.20,phenylalanine-tRNA ligase,,ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq),1.17,303.15,0.0685,7.4,2.52,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508,06AIR2,radioactivity,A,6.1.1.20,phenylalanine-tRNA ligase,,ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq),0.96,303.15,0.0645,7.4,3,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508,06AIR2,radioactivity,A,6.1.1.20,phenylalanine-tRNA ligase,,ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq),2.49,303.15,0.0985,7.4,1.74,,K'
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=06AIR2_1508,06AIR2,radioactivity,A,6.1.1.20,phenylalanine-tRNA ligase,,ATP(aq) + L-phenylalanine(aq) + tRNA-Phe(aq) = AMP(aq) + pyrophosphate(aq) + L-phenylalanyl-tRNA-Phe(aq),1.04,303.15,0.0665,7.4,2.7,,K'
