abbreviation	name	synonyms	equation	subsystem	compartment	ecnumber	reversible	translocation	internal_id	confidence_score	notes	
NDPK4	nucleoside-diphosphate kinase (ATP:dTDP)		[c] : atp + dtdp <==> adp + dttp	Nucleotide Salvage Pathway	Cytosol	2.7.4.6	Reversible	N	144794	0		
FAS141ACPm	fatty-acyl-ACP synthase (n-C14:1ACP), mitochondrial		[m] : ddcaACP + (4) h + malACP + (3) nadph + o2 --> ACP + co2 + (3) h2o + (3) nadp + tdeACP	Fatty Acid  Biosynthesis	Mitochondria		Irreversible	N	1513260	0		
4HTHRS	4-Hydroxy-L-threonine synthase		[c] : h2o + phthr --> 4hthr + pi	Threonine and Lysine Metabolism	Cytosol		Irreversible	N	1450011	0		
AMID	amidase		[c] : 4gudbd + h2o --> 4gudbutn + nh4	Arginine and Proline Metabolism	Cytosol	3.5.1.4	Irreversible	N	1529933	0		
H2Otp	H2O transport, peroxisomal		h2o[c] <==> h2o[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1459306	0		
PPA	inorganic diphosphatase	exopolyphosphatase, metaphosphatase, polyphosphate phosphohydrolase	[c] : h2o + ppi --> h + (2) pi	Oxidative Phosphorylation	Cytosol	3.6.1.1	Irreversible	N	135694	0		
AMID3	amidase		[c] : h2o + iad --> ind3ac + nh4	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	3.5.1.4	Irreversible	N	1529964	0		
HISTRSm	histidyl-tRNA synthetase, mitochondrial		[m] : atp + his-L + trnahis --> amp + histrna + ppi	Histidine Metabolism	Mitochondria	6.1.1.21	Irreversible	N	1444727	0		
ATPtp-H	ADP/ATP transporter, peroxisomal		adp[x] + atp[c] + h[x] --> adp[c] + atp[x] + h[c]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1571880	0	see Palmieri et al EMBO 20(18): 5049-5059, 2001.//	
3MOBtm	3-methyl-2-oxobutanoate transport, diffusion, mitochondrial		3mob[c] <==> 3mob[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446664	0		
HBZOPT6 [deleted 12/13/2005  11:36:42 AM]	Hydroxybenzoate octaprenyltransferase		[c] : 4hbz + octdp_5 --> 3ophb_5 + ppi	Quinone Biosynthesis	Cytosol		Irreversible	N	1449664	0		
GALU	UTP-glucose-1-phosphate uridylyltransferase		[c] : g1p + h + utp <==> ppi + udpg	Galactose metabolism	Cytosol	2.7.7.9	Reversible	N	136602	0		
MIP2CS226_SC	mannose-(inositol-P)2-ceramide synthase (ceramide-2, 24C), yeast-specific		[c] : (0.01) mipc226_SC + (0.01) ptd1ino_SC --> (0.01) 12dgr_SC + (0.01) mip2c226_SC	Sphingolipid Metabolism	Cytosol		Irreversible	N	1454476	0	added according to Dickinson book	
NTRLASE2	nitrilase		[c] : aprop + (2) h2o --> ala-L + nh4	Other Amino Acid Metabolism	Cytosol	3.5.5.1	Irreversible	N	1530145	0		
SBTD_L	L-sorbitol dehydrogenase (L-sorbose-producing)		[c] : nad + sbt-L --> h + nadh + srb-L	Alternate Carbon Metabolism	Cytosol	1.1.1.14	Irreversible	N	1457000	0	added according to CYGD	
CYTDt2	cytidine transport in via proton symport		cytd[e] + h[e] --> cytd[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218343	0		
CYSTL	cystathionine b-lyase		[c] : cyst-L + h2o --> hcys-L + nh4 + pyr	Methionine Metabolism	Cytosol	4.4.1.8	Irreversible	N	141598	0		
FA160ACPH	fatty-acyl-ACP hydrolase		[c] : h2o + palmACP <==> ACP + h + hdca	Fatty Acid  Biosynthesis	Cytosol	3.1.2.14	Reversible	N	1512314	0	another enzymatic function of FAS (CYGD)	
PRAGSr	phosphoribosylglycinamide synthase	phsophoribosylamine-glycine ligase	[c] : atp + gly + pram <==> adp + gar + h + pi	Purine and Pyrimidine Biosynthesis	Cytosol	6.3.4.13	Reversible	N	1529336	0		
FCLTm	Ferrochelatase, mitochondrial		[m] : fe2 + ppp9 --> (2) h + pheme	Porphyrin and Chlorophyll Metabolism	Mitochondria	4.99.1.1	Irreversible	N	1449843	0		
PStm_SC	phosphatidylserine mitochondrial  transport, yeast-specific		ps_SC[c] <==> ps_SC[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1460201	0		
HXPRT	hypoxanthine phosphoribosyltransferase (Hypoxanthine)		[c] : hxan + prpp --> imp + ppi	Nucleotide Salvage Pathway	Cytosol	2.4.2.8	Irreversible	N	145769	0		
2OHPH_5tn	2-Octaprenyl-6-hydroxyphenol nuclear transport		2ohph_5[c] <==> 2ohph_5[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1449771	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
GLYt2r	glycine reversible transport via proton symport		gly[e] + h[e] <==> gly[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446855	0		
34HPPt2m	3-(4-hydroxyphenyl)pyruvate mitochondrial transport via proton symport		34hpp[c] + h[c] <==> 34hpp[m] + h[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1458212	0		
URIDK2r	uridylate kinase (dUMP)		[c] : atp + dump <==> adp + dudp	Nucleotide Salvage Pathway	Cytosol		Reversible	N	1441591	0	URA6 subcellular location 80% cytoplasmic and 20% nuclear (CYGD)	
OMCDCm	2-oxo-4-methyl-3-carboxypentanoate decarboxylation		[m] : 3c4mop + h --> 4mop + co2	Valine, Leucine, and Isoleucine Metabolism	Mitochondria		Irreversible	N	1445085	0		
NDPK2	nucleoside-diphosphate kinase (ATP:UDP)		[c] : atp + udp <==> adp + utp	Nucleotide Salvage Pathway	Cytosol	2.7.4.6	Reversible	N	144744	0		
ASPTAm	aspartate transaminase		[m] : akg + asp-L <==> glu-L + oaa	Alanine and Aspartate Metabolism	Mitochondria	2.6.1.1	Reversible	N	1442840	0		
SHSL4r	O-succinylhomoserine lyase (elimination), reversible		[c] : h2o + suchms <==> 2obut + h + nh4 + succ	Methionine Metabolism	Cytosol	4.2.99.9	Reversible	N	1444145	0		
ARGSSr	argininosuccinate synthase, reversible		[c] : asp-L + atp + citr-L <==> amp + argsuc + h + ppi	Arginine and Proline Metabolism	Cytosol	6.3.4.5	Reversible	N	1445442	0		
PAN4Ptm	panthetheine 4'-phosphate reversible mitochondrial transport		pan4p[c] <==> pan4p[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1449470	0		
FUMm	fumarase, mitochondrial		[m] : fum + h2o <==> mal-L	Oxidative Phosphorylation	Mitochondria	4.2.1.2	Reversible	N	218026	0		
FA161ACPtm	fatty-acyl-ACP mitochondrial transport		hdeACP[m] --> hdeACP[c]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1489023	0		
NTD8	5'-nucleotidase (dGMP)		[c] : dgmp + h2o --> dgsn + pi	Nucleotide Salvage Pathway	Cytosol	3.1.3.5	Irreversible	N	143930	0		
AKGMAL	alpha-ketoglutarate/malate transporter		akg[c] + mal-L[e] <==> akg[e] + mal-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441879	0		
RNDR3	ribonucleoside-diphosphate reductase (CDP)		[c] : cdp + trdrd --> dcdp + h2o + trdox	Nucleotide Salvage Pathway	Cytosol	1.17.4.1	Irreversible	N	145234	0		
HGNTOR	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)		[c] : hgentis + o2 --> 4mlacac + h	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	1.13.11.5	Irreversible	N	1485478	0		
ALATRS	Alanyl-tRNA synthetase		[c] : ala-L + atp + trnaala --> alatrna + amp + ppi	Alanine and Aspartate Metabolism	Cytosol	6.1.1.7	Irreversible	N	227908	0		
GCC2am	glycine-cleavage complex (lipoamide), mitochondrial		[m] : gly + h + lpam <==> alpam + co2	Glycine and Serine Metabolism	Mitochondria	1.4.4.2	Reversible	N	1554681	0		
GDPtn	GDP nuclear transport		gdp[c] <==> gdp[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1471784	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
PIN4Kn_SC	phosphatidylinositol 4-kinase, nuclear, yeast-specifc		[n] : atp + (0.01) ptd1ino_SC --> adp + h + (0.01) ptd4ino_SC	Phospholipid Biosynthesis	Nucleus	2.7.1.67	Irreversible	N	1531495	0	cytoplasmic and nuclear isoforms according to CYGD; localizes near trans-Golgi	
SACCD1	saccharopine dehydrogenase (NADP, L-glutamate forming)		[c] : L2aadp6sa + glu-L + h + nadph <==> h2o + nadp + saccrp-L	Threonine and Lysine Metabolism	Cytosol	1.5.1.10	Reversible	N	1485088	0		
TRDRm	thioredoxin reductase (NADPH)		[m] : h + nadph + trdox --> nadp + trdrd	Purine and Pyrimidine Biosynthesis	Mitochondria	1.8.1.9	Irreversible	N	1442583	0		
ACHBSm	2-aceto-2-hydroxybutanoate synthase, mitochondrial		[m] : 2obut + h + pyr --> 2ahbut + co2	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	4.1.3.18	Irreversible	N	1445074	0		
SPRMS	spermine synthase	spermidine aminopropyltransferase, spermine synthetase	[c] : ametam + spmd --> 5mta + h + sprm	Arginine and Proline Metabolism	Cytosol	2.5.1.22	Irreversible	N	1445457	0		
HPROym	L-hydroxyproline dehydrogenase (NADP), mitochondrial		[m] : 4hpro-LT + nadp --> 1p3h5c + (2) h + nadph	Arginine and Proline Metabolism	Mitochondria	1.5.1.12	Irreversible	N	1530397	0		
SO4ti	sulfate irreversible uniport		so4[e] --> so4[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1447011	0		
NADH2-u6cm	NADH dehydrogenase, cytosolic/mitochondrial		h[c] + nadh[c] + q6[m] --> nad[c] + q6h2[m]	Oxidative Phosphorylation	Cytosol, Mitochondria	1.6.99.3	Irreversible	Y	1449798	0		
SPMDAT1	Spermidine acetyltransferase		[c] : accoa + spmd --> N1aspmd + coa + h	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	2.3.1.57	Irreversible	N	1528613	0		
CYTK1	cytidylate kinase (CMP)		[c] : atp + cmp <==> adp + cdp	Nucleotide Salvage Pathway	Cytosol	2.7.4.14	Reversible	N	144320	0		
ILETRS	Isoleucyl-tRNA synthetase		[c] : atp + ile-L + trnaile --> amp + iletrna + ppi	Valine, Leucine, and Isoleucine Metabolism	Cytosol	6.1.1.5	Irreversible	N	227735	0		
PYDXO	pyridoxal oxidase		[c] : (2) h2o + nh4 + (0.5) o2 + pydx <==> (2) h2o2 + pydam	Pyridoxine Metabolism	Cytosol	1.4.3.5	Reversible	N	1448817	0		
ME1m	malic enzyme (NAD), mitochondrial		[m] : mal-L + nad --> co2 + nadh + pyr	Anaplerotic reactions	Mitochondria	1.1.1.38	Irreversible	N	1437993	0	yeast uses both NAD and NADP for this reaction;  Fuck et al 1973	
HSDyi	homoserine dehydrogenase (NADP), irreversible		[c] : aspsa + h + nadph --> hom-L + nadp	Glycine and Serine Metabolism	Cytosol	1.1.1.3	Irreversible	N	1444016	0		
HMBS	hydroxymethylbilane synthase		[c] : h2o + (4) ppbng --> hmbil + (4) nh4	Porphyrin and Chlorophyll Metabolism	Cytosol	4.3.1.8	Irreversible	N	213791	0		
FRUt2	D-fructose transport in via proton symport		fru[e] + h[e] --> fru[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1441817	0		
CRNt	L-carnitine reversible transport		crn[e] <==> crn[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446930	0		
FA100tp	fatty acid peroxisomal transport		dca[c] --> dca[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459865	0		
ADMDC	adenosylmethionine decarboxylase		[c] : amet + h --> ametam + co2	Arginine and Proline Metabolism	Cytosol	4.1.1.50	Irreversible	N	138636	0		
MCOATAm	Malonyl-CoA-ACP transacylase, mitochondrial		[m] : ACP + malcoa <==> coa + malACP	Fatty Acid  Biosynthesis	Mitochondria	2.3.1.39	Reversible	N	1512628	0		
G6PDA	glucosamine-6-phosphate deaminase		[c] : gam6p + h2o --> f6p + nh4	Glucosamine Metabolism	Cytosol	3.5.99.6	Irreversible	N	137015	0		
C3STDH1	C-3 sterol dehydrogenase (4-methylzymosterol)	C-4 sterol decarboxylase	[c] : 4mzym_int1 + nad --> 4mzym_int2 + co2 + h + nadh	Sterol Biosynthesis	Cytosol	5.3.3.1	Irreversible	N	1516767	0		
SULR	sulfite reductase (NADPH2)		[c] : (3) h2o + h2s + (3) nadp <==> (5) h + (3) nadph + so3	Cysteine Metabolism	Cytosol	1.8.2.2	Reversible	N	241131	0		
PMEVK	phosphomevalonate kinase		[c] : 5pmev + atp --> 5dpmev + adp	Sterol Biosynthesis	Cytosol	2.7.4.2	Irreversible	N	199272	0		
SERt2r	L-serine reversible transport via proton symport		h[e] + ser-L[e] <==> h[c] + ser-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446910	0		
ATP2tp_H	AMP/ATP transporter, peroxisomal		amp[x] + atp[c] + h[x] --> amp[c] + atp[x] + h[c]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1571894	0	see Palmieri et al EMBO 20(18): 5049-5059, 2001.//	
CO2tm	CO2 transport (diffusion), mitochondrial		co2[c] <==> co2[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	327500	0		
PSPHPL	phytosphingosine phosphate lyase		[c] : psph1p --> 2hhxdal + ethamp	Sphingolipid Metabolism	Cytosol		Irreversible	N	1485917	0	added according to Dickinson book	
DOLPt2er	dolichol phosphate endoplasmic reticular transport via proton symport		dolp[c] + h[c] <==> dolp[r] + h[r]	Transport, Endoplasmic Reticular	Cytosol, Endoplasmic Reticulum		Reversible	Y	1460958	0		
ECOAH7p	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA), peroxisomal		[x] : 3hhdcoa <==> h2o + hdd2coa	Fatty Acid Degradation	Peroxisome	4.2.1.17	Reversible	N	1452116	0	peroxisomal according to CYGD	
DPMVD	diphosphomevalonate decarboxylase		[c] : 5dpmev + atp --> adp + co2 + ipdp + pi	Sterol Biosynthesis	Cytosol	4.1.1.33	Irreversible	N	199282	0		
PROTRS	Prolyl-tRNA synthetase		[c] : atp + pro-L + trnapro --> amp + ppi + protrna	Arginine and Proline Metabolism	Cytosol	6.1.1.15	Irreversible	N	227810	0		
GLYOXm	hydroxyacylglutathione hydrolase, mitochondrial		[m] : h2o + lgt-S --> gthrd + h + lac-D	Alternate Carbon Metabolism	Mitochondria	3.1.2.6	Irreversible	N	226156	0		
2DDA7Ptm	2-Dehydro-3-deoxy-D-arabino-heptonate7-phohsphate mitochondrial transport via diffusion		2dda7p[c] <==> 2dda7p[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1447822	0		
TRPt2m	tryptophan mitochondrial transport via proton symport		h[c] + trp-L[c] <==> h[m] + trp-L[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457916	0		
FTHFL	formate-tetrahydrofolate ligase		[c] : atp + for + thf <==> 10fthf + adp + pi	Folate Metabolism	Cytosol	6.3.4.3	Reversible	N	1584585	0		
RPI	ribose-5-phosphate isomerase		[c] : r5p <==> ru5p-D	Pentose Phosphate Pathway	Cytosol	5.3.1.6	Reversible	N	134909	0		
METTRSm	methionyl-tRNA synthetase, mitochondrial		[m] : atp + met-L + trnamet --> amp + mettrna + ppi	Methionine Metabolism	Mitochondria	6.1.1.10	Irreversible	N	1447931	0		
GUAt2r	guanine reversible transport via proton symport		gua[e] + h[e] <==> gua[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446953	0		
RNDR2	ribonucleoside-diphosphate reductase (GDP)		[c] : gdp + trdrd --> dgdp + h2o + trdox	Nucleotide Salvage Pathway	Cytosol	1.17.4.1	Irreversible	N	145202	0		
PGCD	phosphoglycerate dehydrogenase		[c] : 3pg + nad --> 3php + h + nadh	Glycine and Serine Metabolism	Cytosol	1.1.1.95	Irreversible	N	140662	4		
GAPD	glyceraldehyde-3-phosphate dehydrogenase		[c] : g3p + nad + pi <==> 13dpg + h + nadh	Glycolysis/Gluconeogenesis	Cytosol	1.2.1.12	Reversible	N	134299	0		
ALLTNr	allantoinase, reversible reaction		[c] : alltn + h2o <==> alltt + h	Histidine Metabolism	Cytosol	3.5.2.5	Reversible	N	1442388	0		
HYPOE	hypothetical enyme		[c] : h2o + pyam5p --> pi + pydam	Pyridoxine Metabolism	Cytosol		Irreversible	N	1448896	0		
C8STI	C-8 sterol isomerase		[c] : fecost --> epist	Sterol Biosynthesis	Cytosol		Irreversible	N	1454830	0	localized to ER membrane (CYGD); assume faces cytosol	
THFGLUS	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	tetrahydrofolylpolyglutamate s	[c] : atp + glu-L + thf <==> adp + h + pi + thfglu	Folate Metabolism	Cytosol	6.3.2.17	Reversible	N	1553314	0		
AHSERL	O-acetylhomoserine (thiol)-lyase		[c] : achms + ch4s --> ac + h + met-L	Methionine Metabolism	Cytosol	4.2.99.10	Irreversible	N	1444128	0		
PFK	phosphofructokinase		[c] : atp + f6p --> adp + fdp + h	Glycolysis/Gluconeogenesis	Cytosol	2.7.1.11	Irreversible	N	134377	0		
LEUTRSm	leucyl-tRNA synthetase, mitochondrial		[m] : atp + leu-L + trnaleu --> amp + leutrna + ppi	Valine, Leucine, and Isoleucine Metabolism	Mitochondria	6.1.1.4	Irreversible	N	1447952	0		
3C4MOPtm	3-Carboxy-4-methyl-2-oxopentanoate transport, diffusion, mitochondrial		3c4mop[c] <==> 3c4mop[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446612	0		
CITtap	citrate/malate antiport into peroxisome		cit[x] + mal-L[c] <==> cit[c] + mal-L[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1469199	0		
HDCEAt	hexadecenoate (n-C16:1) transport in via uniport		hdcea[e] --> hdcea[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	1457042	0		
PRATPP	phosphoribosyl-ATP pyrophosphatase		[c] : h2o + prbatp --> h + ppi + prbamp	Histidine Metabolism	Cytosol	3.6.1.31	Irreversible	N	140617	0		
TRPt2r	L-tryptophan reversible transport via proton symport		h[e] + trp-L[e] <==> h[c] + trp-L[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1446895	0		
PPPGOm	protoporphyrinogen oxidase, mitochondrial		[m] : (3) o2 + (2) pppg9 --> (6) h2o + (2) ppp9	Porphyrin and Chlorophyll Metabolism	Mitochondria	1.3.3.4	Irreversible	N	1512423	0		
PRPPtm	PRPP reversible transport, mitochondrial		prpp[c] <==> prpp[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1446810	0		
VALt2m	Valine reversible mitochondrial transport via proton symport		h[c] + val-L[c] <==> h[m] + val-L[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1457871	0		
FA160COAabcp	fatty acyl-CoA peroxisomal transport via ABC system		atp[x] + h2o[x] + pmtcoa[c] --> adp[x] + h[x] + pi[x] + pmtcoa[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459698	0		
FACOAL161	fatty-acid--CoA ligase (hexadecenoate)		[c] : atp + coa + hdcea <==> amp + hdcoa + ppi	Fatty Acid  Biosynthesis	Cytosol	6.2.1.3	Reversible	N	1451809	0		
HMGCOASm	Hydroxymethylglutaryl CoA synthase, mitochondrial		[m] : coa + h + hmgcoa <==> aacoa + accoa + h2o	Sterol Biosynthesis	Mitochondria	4.1.3.5	Reversible	N	1459925	0		
AHMMPS	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase		[c] : air + (2) h --> 4ahmmp + gcald + pi	Thiamine Metabolism	Cytosol		Irreversible	N	245824	0		
GNNUC	gnnuc		[c] : gsn + h2o --> gua + rib-D	Nucleotide Salvage Pathway	Cytosol		Irreversible	N	1436407	0		
H2Otn	H2O transport, nuclear		h2o[n] <==> h2o[c]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1391837	0	//	
ASPGLUtp	aspartate-glutamate peroxisomal shuttle		asp-L[c] + glu-L[x] <==> asp-L[x] + glu-L[c]	Transport, Peroxisomal	Cytosol, Peroxisome		Reversible	Y	1460353	0	see Dickinson book pg 90//	
IND3ACtm	indole-3-acetate mitochondrial transport via diffusion		ind3ac[c] <==> ind3ac[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1485962	0		
DIAT	diamine transaminase		[c] : accoa + sprm --> N1sprm + coa + h	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	2.6.1.29	Irreversible	N	1529893	0		
SLFAT	sulfate adenylyltransferase (ADP)		[c] : adp + h + so4 <==> aps + pi	Cysteine Metabolism	Cytosol	2.7.7.5	Reversible	N	1444217	0		
MANNANter	mannan endoplasmic reticulum transport via diffusion		mannan[c] <==> mannan[r]	Transport, Endoplasmic Reticular	Cytosol, Endoplasmic Reticulum		Reversible	Y	1460762	0		
OHPHM6n	2-octaprenyl-6-hydroxyphenol methylase, nuclear		[n] : 2ohph_5 + amet --> 2omph_5 + ahcys + h	Quinone Biosynthesis	Nucleus		Irreversible	N	1449692	0		
GLYC3Ptm	glycerol-3-phosphate shuttle		glyc3p[c] --> glyc3p[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Irreversible	Y	1457057	0		
UPPDC1	uroporphyrinogen decarboxylase (uroporphyrinogen III)		[c] : (4) h + uppg3 --> (4) co2 + cpppg3	Porphyrin and Chlorophyll Metabolism	Cytosol	4.1.1.37	Irreversible	N	213821	0		
PINOS_SC	phosphatidylinositol synthase, yeast-specific		[c] : (0.01) cdpdag_SC + inost --> cmp + h + (0.01) ptd1ino_SC	Phospholipid Biosynthesis	Cytosol	2.7.8.11	Irreversible	N	1531454	0	localization is ER membrane, Golgi membrane (CYGD); assume enzymatic domain faces cytosol	
HPPKm	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase, mitochondrial		[m] : 2ahhmp + atp --> 2ahhmd + amp + h	Folate Metabolism	Mitochondria	2.7.6.3	Irreversible	N	1449175	0		
HICITDm	homoisocitrate dehydrogenase		[m] : hicit + nad <==> h + nadh + oxag	Threonine and Lysine Metabolism	Mitochondria	1.1.1.155	Reversible	N	1512548	0		
CITt2r	citrate reversible transport via symport		cit[e] + h[e] <==> cit[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441932	0		
ETHAPT_SC	Ethanolaminephosphotransferase, yeast-specific		[c] : (0.01) 12dgr_SC + cdpea <==> cmp + h + (0.01) pe_SC	Phospholipid Biosynthesis	Cytosol	2.7.8.1	Reversible	N	1531307	0	localization is ER membrane (CYGD); assume enzymatic domain faces cytosol	
GDPt3g	GDP Golgi transport via proton anitport		gdp[g] + h[c] <==> gdp[c] + h[g]	Transport, Golgi Apparatus	Cytosol, Golgi Apparatus		Reversible	Y	1507248	0	see CYGD entry for Gda1	
GCALDtm	glycoaldehyde mitochondrial transport		gcald[c] <==> gcald[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1486549	0		
UDPACGLP	UDP-N-acetylglucosamine diphosphorylase		[c] : acgam1p + h + utp <==> ppi + udpacgal	Glutamate metabolism	Cytosol	2.7.7.23	Reversible	N	1532040	0		
RBFK	riboflavin kinase		[c] : atp + ribflv --> adp + fmn + h	Riboflavin Metabolism	Cytosol	2.7.1.26	Irreversible	N	199519	0		
GLYCt	glycerol transport via channel		glyc[c] <==> glyc[e]	Transport, Extracellular	Cytosol, Extra-organism		Reversible	Y	1441886	0		
FAS260	fatty acid synthase (n-C26:0)		[c] : (3) h + malcoa + (2) nadph + ttc --> co2 + coa + h2o + hexc + (2) nadp	Fatty Acid  Biosynthesis	Cytosol	2.3.1.85	Irreversible	N	1459813	0		
AGPRim	N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial		[m] : acg5p + h + nadph --> acg5sa + nadp + pi	Arginine and Proline Metabolism	Mitochondria	1.2.1.38	Irreversible	N	1445420	0		
ID3ACALDtm	indole-3-acetaldehyde mitochondrial transport via diffusion		id3acald[c] <==> id3acald[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1447795	0		
GGLGH	Galactosylglycerol galactohydrolase		[c] : ggl + h2o <==> gal + glyc	Galactose metabolism	Cytosol	3.2.1.22	Reversible	N	1440203	0		
3OPHB_5tm	3-Octaprenyl-4-hydroxybenzoate mitochondrial transport		3ophb_5[c] <==> 3ophb_5[m]	Transport, Mitochondrial	Cytosol, Mitochondria		Reversible	Y	1449762	0		
ACOAO4p	acyl-CoA oxidase (decanoyl-CoA), peroxisomal		[x] : dcacoa + o2 --> dc2coa + h2o2	Fatty Acid Degradation	Peroxisome	1.3.3.6	Irreversible	N	1452096	0	peroxisomal according to CYGD	
NTRLASE	nitrilase	acetonitrilase, benzonitrilase	[c] : (2) h2o + ind3acnl --> ind3ac + nh4	Nitrogen Metabolism	Cytosol	3.5.5.1	Irreversible	N	1531988	0		
CRNtp	carnitine transport into peroxsiome		crn[c] --> crn[x]	Transport, Peroxisomal	Cytosol, Peroxisome		Irreversible	Y	1459414	0	proposed in van Roermund et al 1996//	
ANPRT	anthranilate phosphoribosyltransferase		[c] : anth + prpp --> ppi + pran	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	2.4.2.18	Irreversible	N	139880	0		
MEVK2	mevalonate kinase (ctp)		[c] : ctp + mev-R --> 5pmev + cdp + h	Sterol Biosynthesis	Cytosol	2.7.1.36	Irreversible	N	1454619	0		
PTD1INOtn_SC	phosphatidyl-1D-myo-insoitol nuclear transport, yeast-specific		ptd1ino_SC[c] <==> ptd1ino_SC[n]	Transport, Nuclear	Cytosol, Nucleus		Reversible	Y	1460264	0	molecules less than 9nm or 60kDa can pass thru nuclear pores by passive diffusion. Allen et al, J Cell Sci 2000//	
METB1	metb1		[c] : achms + cys-L --> ac + cyst-L + h	Methionine Metabolism	Cytosol		Irreversible	N	1438667	0		
CTPS1	CTP synthase (NH3)		[c] : atp + nh4 + utp --> adp + ctp + (2) h + pi	Purine and Pyrimidine Biosynthesis	Cytosol	6.3.4.2	Irreversible	N	1530468	0		
IGPS	indole-3-glycerol-phosphate synthase		[c] : 2cpr5p + h --> 3ig3p + co2 + h2o	Tyrosine, Tryptophan, and Phenylalanine Metabolism	Cytosol	4.1.1.48	Irreversible	N	140079	0		
PSERSm_SC	phosphatidylserine synthase, yeast-specific, mitochondrial		[m] : (0.01) cdpdag_SC + ser-L <==> cmp + h + (0.01) ps_SC	Phospholipid Biosynthesis	Mitochondria	2.7.8.8	Reversible	N	1531276	0		
ARGN	arginase		[c] : arg-L + h2o --> orn + urea	Arginine and Proline Metabolism	Cytosol	3.5.3.1	Irreversible	N	141929	0		
CHLt2	choline transport via proton symport		chol[e] + h[e] --> chol[c] + h[c]	Transport, Extracellular	Cytosol, Extra-organism		Irreversible	Y	218223	0		
GLCP	glycogen phosphorylase	1,4-alpha-glucan phosphorylase;, alpha-glucan phosphorylase;, amylopectin phosphorylase;, amylophosphorylase;, glucan phosphorylase;, glucosan phosphorylase;, glycogen phosphorylase;, granulose phosphorylase;, maltodextrin phosphorylase;, muscle phosphorylase a and b;, muscle phosphorylase;, myophosphorylase;, phosphorylase;, polyphosphorylase;, potato phosphorylase;, starch phosphorylase	[c] : glycogen + pi --> g1p	Alternate Carbon Metabolism	Cytosol	2.4.1.1	Irreversible	N	242787	0		
