Species, Gene
CKO, CKO_00029 CKO_00358(murP) CKO_00375 CKO_00413 CKO_00417 CKO_00489 CKO_00490 CKO_00613 CKO_00615 CKO_01161 CKO_01628 CKO_01761 CKO_01763 CKO_01957 CKO_02414 CKO_02485 CKO_02945 CKO_02999 CKO_03000 CKO_03041 CKO_03044 CKO_03046 CKO_03238 CKO_03571 CKO_03575 CKO_03641 CKO_03642 CKO_04057 CKO_04058 CKO_04070 CKO_04307 CKO_04308(cmtB) CKO_04531 CKO_04534 CKO_04538 CKO_04607 CKO_05054 CKO_05131 CKO_05132
CRO, ROD_00301 ROD_00311 ROD_01411 ROD_06811(nagE) ROD_08681 ROD_09681 ROD_11631(ptsG) ROD_13181(chbB) ROD_13201(chbA) ROD_14481(malX) ROD_18551(manX) ROD_22941(fruA) ROD_22961(fruB) ROD_23761(crr) ROD_25051(murP) ROD_27041 ROD_27051 ROD_28011(fryA) ROD_28051(fryB) ROD_30991(ascF) ROD_31101(srlB) ROD_31111(srlE) ROD_31551 ROD_31561 ROD_32481(ulaB) ROD_32491(ulaC) ROD_33111(treB) ROD_37191 ROD_37921(frwD) ROD_37951(frwB) ROD_37971(ptsA) ROD_38571 ROD_38591 ROD_40441(glvC) ROD_41151 ROD_41181 ROD_42221(mtlA) ROD_46161(ptsN) ROD_47481(gatB) ROD_47491(gatA) ROD_48511 ROD_48521
SPE, Spro_0072 Spro_0529 Spro_0576 Spro_0834 Spro_1228 Spro_1855 Spro_1856 Spro_1914 Spro_2253 Spro_2257 Spro_2263 Spro_2323 Spro_2813 Spro_3228 Spro_3230 Spro_3450 Spro_3570 Spro_3571 Spro_3660 Spro_3844 Spro_3847 Spro_4205 Spro_4222 Spro_4224 Spro_4280 Spro_4281 Spro_4369 Spro_4590
SRS, SerAS12_0031 SerAS12_0088 SerAS12_0475 SerAS12_0513 SerAS12_0758 SerAS12_1200 SerAS12_2207 SerAS12_2211 SerAS12_2217 SerAS12_2259 SerAS12_2281 SerAS12_2410 SerAS12_2413 SerAS12_2910 SerAS12_3370 SerAS12_3372 SerAS12_3642 SerAS12_3821 SerAS12_3852 SerAS12_4350 SerAS12_4364 SerAS12_4366 SerAS12_4475 SerAS12_4683
PMR, PMI0291(treB) PMI0455(nagE) PMI1776 PMI1777 PMI1830(crr) PMI2135(agaF) PMI2138(agaV) PMI2226 PMI2292(ptsG) PMI2954(chbA) PMI2956(chbB) PMI2982 PMI3515 PMI3646(ptsN)
EIC, NT01EI_0571 NT01EI_0773 NT01EI_0776 NT01EI_1242 NT01EI_1721 NT01EI_2361 NT01EI_2590 NT01EI_2592 NT01EI_2812 NT01EI_2815 NT01EI_2907 NT01EI_3659 NT01EI_3660
ETR, ETAE_0495(ptsN) ETAE_0675(yadI) ETAE_0679(agaV) ETAE_1130(crr) ETAE_1559(manX) ETAE_1718 ETAE_2090 ETAE_2301 ETAE_2303(fruB) ETAE_2532(agaF) ETAE_2535 ETAE_2616(nagE) ETAE_3026(sgcA) ETAE_3027 ETAE_3293(sgaB) ETAE_3294(ptxA)
BFL, Bfl445(manX)
BPN, BPEN_459(manX)
BVA, BVAF_446(manX)
HDE, HDEF_0159(manX) HDEF_0322(crr) HDEF_0454(ptsG) HDEF_1820(fruB) HDEF_1822(fruA) HDEF_1943(ptsN)
DDA, Dd703_0117 Dd703_0118 Dd703_0755 Dd703_0758 Dd703_0763 Dd703_1115 Dd703_1405 Dd703_1595 Dd703_1667 Dd703_1822 Dd703_2021 Dd703_2151 Dd703_2327 Dd703_2329 Dd703_3193 Dd703_3568 Dd703_3594 Dd703_3659
DDC, Dd586_0061 Dd586_0283 Dd586_0344 Dd586_0814 Dd586_1160 Dd586_1594 Dd586_1659 Dd586_1974 Dd586_2364 Dd586_2366 Dd586_2929 Dd586_3406 Dd586_3409 Dd586_4209
DDD, Dda3937_00680(ptsN) Dda3937_00995(mtlA) Dda3937_01267(scrA) Dda3937_01425(crr) Dda3937_02252(ptsG) Dda3937_02579(celC) Dda3937_02582(celA) Dda3937_02589(bglF) Dda3937_03623(fruA) Dda3937_03625(fruB) Dda3937_03725(manX) Dda3937_03833(arbF) Dda3937_03952(nagE)
DZE, Dd1591_0052 Dd1591_0289 Dd1591_0290 Dd1591_0735 Dd1591_0738 Dd1591_0747 Dd1591_1053 Dd1591_1054 Dd1591_1281 Dd1591_1631 Dd1591_1704 Dd1591_1983 Dd1591_2424 Dd1591_2426 Dd1591_2941 Dd1591_3271 Dd1591_3757 Dd1591_3817
XBO, XBJ1_0098(treB) XBJ1_2565(manX) XBJ1_3127(crr) XBJ1_3174(nagE) XBJ1_3727(chbA) XBJ1_3729(chbB) XBJ1_3821(ptsN) XBJ1_4085(yfeV)
XNE, XNC1_1357(nagE) XNC1_1932(manX) XNC1_2826 XNC1_2827 XNC1_3216(crr) XNC1_4198(ptsN) XNC1_4343(yfeV) XNC1_4589(treB)
PAM, PANA_0061(chbA) PANA_0064(celA) PANA_0112(mtlA) PANA_0295(scrA) PANA_0334(scrA) PANA_0423(ptsN) PANA_0836(srlB) PANA_0837(srlE) PANA_0929(celA) PANA_0931(chbA) PANA_1148(nagE) PANA_1491(ptsG) PANA_1568(arbF) PANA_1861 PANA_1865(ulaC) PANA_2038(malX) PANA_2145(manX) PANA_2179(aglA) PANA_2344(frwB) PANA_2345(fryA) PANA_2557(fruA) PANA_2559(fruB) PANA_2765(crr) PANA_3225(sgcA) PANA_3226 PANA_3338(ptsG) PANA_3361(frvA) PANA_3362(frwB) PANA_3424(fruA) PANA_3425(hrsA) PANA_4223(ascF)
PVA, Pvag_0521(nagE) Pvag_0902(ptsG) Pvag_1291(ptxB) Pvag_1295(ptxa1) Pvag_1476(malX) Pvag_1592(manX) Pvag_2041(fruA) Pvag_2043(fruB) Pvag_2205(crr) Pvag_3337(mtlA) Pvag_3552(yfeV) Pvag_3632(ptsN) Pvag_3766(ptxBC) Pvag_pPag10154(scrA) Pvag_pPag20073(srlE1) Pvag_pPag20074(srlB1) Pvag_pPag20101(srlB3) Pvag_pPag30117(ganC) Pvag_pPag30319(bglF) Pvag_pPag30336(ptxA) Pvag_pPag30337(ptxB) Pvag_pPag30436(ascF)
PAO, Pat9b_0086 Pat9b_0410 Pat9b_0460 Pat9b_1035 Pat9b_1089 Pat9b_1490 Pat9b_1757 Pat9b_1796 Pat9b_1800 Pat9b_2058 Pat9b_2236 Pat9b_2652 Pat9b_2654 Pat9b_2840 Pat9b_3156 Pat9b_3159 Pat9b_3230 Pat9b_3231 Pat9b_4145 Pat9b_4244 Pat9b_4246 Pat9b_4248 Pat9b_4297 Pat9b_4298 Pat9b_4301 Pat9b_4385 Pat9b_4388 Pat9b_4391 Pat9b_5887
RIP, RIEPE_0102
RAH, Rahaq_0033 Rahaq_0157 Rahaq_0158 Rahaq_0191 Rahaq_0217 Rahaq_0218 Rahaq_0520 Rahaq_0666 Rahaq_0810 Rahaq_0819 Rahaq_0822 Rahaq_1103 Rahaq_1246 Rahaq_1247 Rahaq_1335 Rahaq_1337 Rahaq_1591 Rahaq_1724 Rahaq_2186 Rahaq_2399 Rahaq_2898 Rahaq_2947 Rahaq_3183 Rahaq_3426 Rahaq_3463 Rahaq_3464 Rahaq_3682 Rahaq_3683 Rahaq_3881 Rahaq_3982 Rahaq_4168 Rahaq_4170 Rahaq_4173 Rahaq_4651 Rahaq_4653 Rahaq_4817
MEN, MEPCIT_159
HIN, HI0446(fruA) HI0448(fruB) HI1147(ptsN) HI1711(crr)
HIT, NTHI0573(fruA) NTHI0575(fruB) NTHI1315(ptsN) NTHI2020(crr)
HIP, CGSHiEE_00750 CGSHiEE_00760(fruK) CGSHiEE_03475 CGSHiEE_06310
HIQ, CGSHiGG_02305 CGSHiGG_05455(secG) CGSHiGG_05465 CGSHiGG_09400
HIF, HIBPF04750 HIBPF11280 HIBPF18820 HIBPF18840
HIL, HICON_01520 HICON_09670 HICON_09690 HICON_13780
HDU, HD0227(crr) HD0585(ptsN) HD0768(manX) HD1859 HD1860(ulaA)
HAP, HAPS_0086(ptsN) HAPS_0189(ptsEIIA) HAPS_0193(ptsEIIB) HAPS_0958(crr) HAPS_1008(ptsB) HAPS_1732(manX) HAPS_1779(ulaC) HAPS_1780(ulaA) HAPS_2092(ptsEII)
HSO, HS_0609(manX) HS_0677(srlB) HS_0678(srlE) HS_1096(crr) HS_1143(gatB) HS_1144(gatA) HS_1177(ptsN) HS_1252(mtlA)
HSM, HSM_0452 HSM_0453 HSM_0825 HSM_0960 HSM_1011 HSM_1032 HSM_1033 HSM_1086 HSM_1087 HSM_1594
PMU, PM0170(ptsN) PM0764(ulaA) PM0765 PM0834 PM0876 PM0896(crr) PM1061(ptmA) PM1575(murP) PM1752(ptsG) PM1795(fruA) PM1797(fruB) PM1846(ptsB) PM1969 PM1970
MSU, MS0021(ptsN) MS0022(ulaA) MS0149(ptsN) MS0150(sgaB) MS0411(mtlA) MS0618 MS0784(ptsG) MS1237(ptsG) MS1508(nagE) MS1717(ptsN) MS2178(fruA) MS2180(ptsN) MS2379
APL, APL_0335(ptsN) APL_0343(fruA) APL_0345(fruB) APL_1319(ptsB) APL_1324(crr) APL_1391 APL_1630(mtlA) APL_1662 APL_1699(ulaC) APL_1700(ulaA) APL_1715(sgaB)
APJ, APJL_0351(ptsN1) APJL_0359(fruA) APJL_0361(ptsN2) APJL_1333(ptsB) APJL_1338(crr) APJL_1410 APJL_1663(mtlA) APJL_1695 APJL_1731 APJL_1732(sgaT) APJL_1748(sgaB)
APA, APP7_0340 APP7_0348 APP7_0350 APP7_1370 APP7_1375 APP7_1442 APP7_1692 APP7_1724 APP7_1760 APP7_1761 APP7_1775
ASU, Asuc_0085 Asuc_0087 Asuc_0238 Asuc_0239 Asuc_0286 Asuc_0435 Asuc_0436 Asuc_0455 Asuc_0509 Asuc_0585 Asuc_0586 Asuc_0914 Asuc_0929 Asuc_0938 Asuc_0975 Asuc_0996
AAP, NT05HA_0337 NT05HA_0405 NT05HA_0540 NT05HA_0619 NT05HA_0861 NT05HA_1126 NT05HA_1247 NT05HA_1248 NT05HA_1330 NT05HA_1434 NT05HA_1667 NT05HA_1873 NT05HA_1875
AAT, D11S_0046 D11S_0048 D11S_0159 D11S_0336 D11S_0975 D11S_1047 D11S_1048 D11S_1163 D11S_1469 D11S_1587 D11S_1657 D11S_1816
GAN, UMN179_00608 UMN179_00758 UMN179_00796 UMN179_00798 UMN179_00904 UMN179_01099 UMN179_01180 UMN179_01181 UMN179_01337 UMN179_01448 UMN179_01545 UMN179_01546 UMN179_01985
XFA, XF1404
XFT, PD0633
XFM, Xfasm12_0752
XFN, XfasM23_0666
XCC, XCC2370(fruB) XCC2372(fruA) XCC2804(ptsN) XCC2807
XCB, XC_1306 XC_1309 XC_1742 XC_1744
XCA, xccb100_1353(manX) xccb100_1356(ptsN) xccb100_1800(fruA) xccb100_1802(fruB)
XCV, XCV2679(fruB) XCV2681(fruA) XCV3120 XCV3123
XAC, XAC2501(fruB) XAC2503(fruA) XAC2974(ptsN) XAC2977
XOO, XOO1279 XOO1282(ptsN) XOO2810(fruB) XOO2812(fruA)
XOM, XOO_1177 XOO_1181 XOO_2650 XOO_2652
XOP, PXO_00487 PXO_00489 PXO_02221 PXO_02225
XAL, XALc_2144
SML, Smlt1106 Smlt1110(rpoP) Smlt2556 Smlt2558(fruA)
SMT, Smal_0949 Smal_0952 Smal_2030 Smal_2032
PSU, Psesu_1061
VCH, VC0207(murP) VC0910 VC0964 VC0995 VC1281 VC1283 VC1820 VC1821 VC1822 VC1823 VC1824 VC1826 VC2013 VC2531 VCA0245 VCA0246(ulaA) VCA0516 VCA0518 VCA0653 VCA1045
VCO, VC0395_0196(mtlA) VC0395_0449(fruA-2) VC0395_0451(fruB) VC0395_0597(scrA) VC0395_0983(sgaT) VC0395_0984 VC0395_A0432(treB) VC0395_A0486(crr) VC0395_A0516(nagE) VC0395_A0900(celA) VC0395_A0902(celC) VC0395_A1415(frvA) VC0395_A1416(frwBC) VC0395_A1417(frwABC) VC0395_A1418(frwB) VC0395_A1420 VC0395_A1421(fruA-1) VC0395_A1599(ptsG) VC0395_A2111(ptsN) VC0395_A2586(murP)
VCM, VCM66_0195(murP) VCM66_0867(treB) VCM66_0920(crr) VCM66_0951(nagE) VCM66_1236(celA) VCM66_1238(celC) VCM66_1743(frvA) VCM66_1744(frwBC) VCM66_1745(frwABC) VCM66_1746(frwB) VCM66_1747 VCM66_1749(fruA-1) VCM66_1937(ptsG) VCM66_2452(ptsN) VCM66_A0241 VCM66_A0242(sgaT) VCM66_A0475(fruA-2) VCM66_A0477(fruB) VCM66_A0611(scrA) VCM66_A1003(mtlA)
VCJ, VCD_000008 VCD_000009 VCD_000295 VCD_000669 VCD_000809 VCD_000811 VCD_001409(murP) VCD_001829 VCD_002354 VCD_002548 VCD_002550 VCD_002551 VCD_002552 VCD_002553 VCD_002554 VCD_003067 VCD_003069 VCD_003343 VCD_003373 VCD_003422
VVU, VV1_0179 VV1_0212 VV1_0289 VV1_0638 VV1_0694(ptsN) VV1_1482 VV1_1484 VV1_2999 VV2_0198 VV2_0200 VV2_0860 VV2_0861 VV2_1019 VV2_1022 VV2_1080 VV2_1081 VV2_1142 VV2_1349 VV2_1351 VV2_1352 VV2_1353 VV2_1356 VV2_1357
VVY, VV0446 VV0505 VV0537 VV0540 VV0895 VV0976 VV1012 VV1283 VV2899 VV2901 VVA0188 VVA0190 VVA0191 VVA0192 VVA0195 VVA0196 VVA0704 VVA0706 VVA1331 VVA1332 VVA1392 VVA1395 VVA1511 VVA1514 VVA1604(ulaA) VVA1605 VVA1668(murP)
VVM, VVM_00356 VVM_00360 VVM_00361 VVM_00362 VVM_00368 VVM_00369 VVM_00790 VVM_00794 VVM_01447 VVM_01451 VVM_02542 VVM_02544 VVM_02804 VVM_02971 VVM_02975 VVM_03098 VVM_03100 VVM_03222 VVM_03516 VVM_03797 VVM_03832 VVM_03909 VVM_04215 VVM_04272
VPA, VP0370 VP0710 VP0793 VP0831 VP2046 VP2635 VP2637 VP2672 VPA0230 VPA0231 VPA0297 VPA0298 VPA0500 VPA0501 VPA0811 VPA0813 VPA1420 VPA1421 VPA1422 VPA1424 VPA1667 VPA1744(murP)
VHA, VIBHAR_00834 VIBHAR_01205 VIBHAR_01306 VIBHAR_01336 VIBHAR_02900 VIBHAR_03623 VIBHAR_03625 VIBHAR_03666 VIBHAR_05184 VIBHAR_05186 VIBHAR_05187 VIBHAR_05188 VIBHAR_05958 VIBHAR_05960 VIBHAR_06591 VIBHAR_06592
VSP, VS_1032 VS_2186 VS_2260 VS_2292 VS_2378 VS_2649 VS_2759 VS_II0312 VS_II0314 VS_II0605 VS_II1032 VS_II1034 VS_II1316 VS_II1317 VS_II1318 VS_II1320 VS_II1322 VS_II1323
VEX, VEA_000222 VEA_000224 VEA_000410 VEA_000599 VEA_000704 VEA_000705 VEA_000771 VEA_000772 VEA_001000 VEA_001058 VEA_001305 VEA_001307 VEA_001308 VEA_001309 VEA_001412 VEA_001413 VEA_001632 VEA_001636 VEA_002401 VEA_002435 VEA_002437 VEA_003004 VEA_004128 VEA_004159 VEA_004235
VFI, VF_0385(ptsN) VF_0604 VF_0607 VF_0808(nagE) VF_1115(murP) VF_1719(malX) VF_1732(ptsG) VF_1897(crr) VF_A0060(cmtB) VF_A0061(cmtA) VF_A0128 VF_A0130 VF_A0369 VF_A0370 VF_A0438(nagE2) VF_A0709 VF_A0711 VF_A0712 VF_A0713(frwC) VF_A0786 VF_A0940(fruA) VF_A0942(fruB) VF_A1000 VF_A1003(agaV)
VFM, VFMJ11_0376 VFMJ11_0618 VFMJ11_0621 VFMJ11_0846(nagE_1) VFMJ11_1193(murP) VFMJ11_1846(malX) VFMJ11_1859(ptsG) VFMJ11_2031 VFMJ11_A0086 VFMJ11_A0087 VFMJ11_A0155 VFMJ11_A0157 VFMJ11_A0406 VFMJ11_A0407 VFMJ11_A0487(nagE_2) VFMJ11_A0798 VFMJ11_A0800 VFMJ11_A0801 VFMJ11_A0802 VFMJ11_A0911 VFMJ11_A1058 VFMJ11_A1060 VFMJ11_A1083 VFMJ11_A1119 VFMJ11_A1122
VSA, VSAL_I0496(ptsN) VSAL_I0704(bglE) VSAL_I0707(bglI) VSAL_I0831(nagE) VSAL_I1615(malX) VSAL_I1659 VSAL_I1660(chbA) VSAL_I2252(ptsG) VSAL_I2359(crr) VSAL_I2813(mtlA) VSAL_II0090(fruB) VSAL_II0092(fruA) VSAL_II0577(treB) VSAL_II0721(nagE) VSAL_II0823 VSAL_II0825 VSAL_II0894 VSAL_II0896 VSAL_II0897 VSAL_II0995 VSAL_II0996
PPR, PBPRA0861 PBPRA1032 PBPRA1203 PBPRA1224 PBPRA1573 PBPRA1575 PBPRA1760 PBPRA2052 PBPRA2055 PBPRA2715 PBPRA2718 PBPRA2719 PBPRA2776 PBPRA2778 PBPRA3257 PBPRB0143 PBPRB0146 PBPRB0217 PBPRB0263 PBPRB0273(ulaA) PBPRB0274 PBPRB0363 PBPRB1038 PBPRB1041 PBPRB1584 PBPRB2005 PBPRB2008
VAN, VAA_01005 VAA_01007 VAA_01029 VAA_01030 VAA_01085 VAA_01142 VAA_01377 VAA_02034 VAA_02036 VAA_02037 VAA_02100 VAA_02421 VAA_02737 VAA_02789 VAA_02885 VAA_02886 VAA_03335
PAE, PA3560(fruA) PA3562(fruI) PA3761 PA4464(ptsN)
PAU, PA14_15780(nagE) PA14_18250(fruB) PA14_18275(fruA) PA14_57960(ptsN)
PAP, PSPA7_1357 PSPA7_1583 PSPA7_1585(fruA) PSPA7_5037
PAG, PLES_12191 PLES_12201 PLES_14711 PLES_14731(fruA) PLES_48431(ptsN)
PPU, PP_0793(fruB) PP_0795(fruA) PP_0950(ptsN)
PPF, Pput_0816 Pput_0818 Pput_0989
PPG, PputGB1_0827 PputGB1_0829 PputGB1_0957
PPW, PputW619_4265 PputW619_4398 PputW619_4400
PPT, PPS_0846 PPS_0848 PPS_0978
PST, PSPTO_0954 PSPTO_0956 PSPTO_4455(ptsN)
PSB, Psyr_0821 Psyr_0823 Psyr_4149
PSP, PSPPH_0847 PSPPH_0849 PSPPH_4153(ptsN)
PFL, PFL_0859 PFL_0861(fruA) PFL_0913(ptsN) PFL_1078(nagE) PFL_3614(ptsN) PFL_4934(treP)
PFO, Pfl01_0795 Pfl01_0855 Pfl01_1003
PFS, PFLU0804 PFLU0806(fruA) PFLU0880(ptsN) PFLU5027 PFLU5028 PFLU5037 PFLU5040
PEN, PSEEN0932 PSEEN0934(fruA) PSEEN1091(ptsN) PSEEN4383
PMY, Pmen_0786 Pmen_0788 Pmen_0868
PMK, MDS_0900 MDS_0902 MDS_0956
PSA, PST_0988(fruB) PST_0990(fruA) PST_1029(ptsN)
PSZ, PSTAB_0889(fruB) PSTAB_0891(fruA) PSTAB_0931(ptsN)
PBA, PSEBR_a4545 PSEBR_a4546 PSEBR_a791 PSEBR_a793 PSEBR_a844 PSEBR_a953 PSEBR_a956
PFV, Psefu_0606 Psefu_0608 Psefu_2202 Psefu_2204 Psefu_3677
CJA, CJA_2808(ptsN)
CGA, Celgi_0896 Celgi_2204 Celgi_2205
AVN, Avin_12190(fruB) Avin_12210(fruA) Avin_12770(ptsN)
ACI, ACIAD1993(fruA)
ACD, AOLE_08065 AOLE_08075
ACB, A1S_1947
ABY, ABAYE1612(fruA) ABAYE1614(fruB)
ABC, ACICU_02061 ACICU_02063
ABN, AB57_2285 AB57_2287
ABB, ABBFA_001504 ABBFA_001506
SON, SO_1623(ptsG) SO_2236(crr) SO_3963(ptsN)
SDN, Sden_0487 Sden_1548 Sden_1816
SFR, Sfri_1264 Sfri_1767 Sfri_2652 Sfri_3379
SAZ, Sama_1133 Sama_1649 Sama_3090
SBL, Sbal_1444 Sbal_2362 Sbal_3670
SBM, Shew185_0684 Shew185_1439 Shew185_2351
SBN, Sbal195_0714 Sbal195_1475 Sbal195_2467
SBP, Sbal223_0705 Sbal223_1996 Sbal223_2908
SLO, Shew_1864 Shew_2641 Shew_3313
SPC, Sputcn32_0213 Sputcn32_0713 Sputcn32_1342 Sputcn32_2120
SSE, Ssed_0724 Ssed_2416 Ssed_3167
SPL, Spea_1993 Spea_3618
SHE, Shewmr4_0671 Shewmr4_1763 Shewmr4_2648
SHM, Shewmr7_1841 Shewmr7_2715 Shewmr7_3351
SHN, Shewana3_0670 Shewana3_2258 Shewana3_2822
SHW, Sputw3181_0432 Sputw3181_1892 Sputw3181_2761 Sputw3181_3460
SHL, Shal_2308 Shal_3707
SWD, Swoo_2190 Swoo_3287 Swoo_4242
SWP, swp_0675 swp_2696
SVO, SVI_0412(ptsN) SVI_1936(crr)
ILO, IL0394(ptsN)
CPS, CPS_4545(ptsN)
PHA, PSHAa1333 PSHAa2553(ptsN)
PAT, Patl_0570 Patl_2509
PSM, PSM_A0398(ptsN) PSM_A1356
SDE, Sde_3180
MAQ, Maqu_2717
ALT, ambt_11020 ambt_14615
GAG, Glaag_0647 Glaag_2585
PIN, Ping_0088 Ping_0491 Ping_0522 Ping_0972 Ping_0985 Ping_2056 Ping_2057 Ping_2441 Ping_2725 Ping_2893 Ping_3551 Ping_3553
TTU, TERTU_3823
FBL, Fbal_0947 Fbal_2428 Fbal_3444
FTU, FTT_1280c(ptsN)
FTF, FTF1280c(ptsN)
FTW, FTW_0560
FTL, FTL_1180
FTH, FTH_1156
FTA, FTA_1246
FTM, FTM_1072(ptsN)
FTN, FTN_1295(ptsN)
FPH, Fphi_1385
FRT, F7308_1027
NOC, Noc_2795 Noc_2798
NHL, Nhal_0329 Nhal_0332
NWA, Nwat_0290 Nwat_0293
ALV, Alvin_2849 Alvin_2852
AEH, Mlg_2232
HHA, Hhal_2128 Hhal_2131
TGR, Tgr7_0721 Tgr7_0724 Tgr7_1886
TKM, TK90_0372 TK90_0375
HNA, Hneap_0745 Hneap_0748
HCH, HCH_05323(ptsN)
CSA, Csal_2228 Csal_2646 Csal_2648
HEL, HELO_1921(ptsN) HELO_3099(nagE) HELO_3696(fruA) HELO_3698(fruB)
ABO, ABO_0550(ptsN)
KKO, Kkor_0646
MMW, Mmwyl1_2419
MME, Marme_1774
MPC, Mar181_1980
AHA, AHA_0116 AHA_0172 AHA_0173 AHA_0412(murP) AHA_0551 AHA_0807 AHA_0810 AHA_1168(ptsG) AHA_1418 AHA_1419 AHA_1421 AHA_1427(malX) AHA_1431 AHA_1527(nagE) AHA_2341 AHA_2342 AHA_2346(fruA) AHA_2348 AHA_2979 AHA_3041(crr) AHA_3824(treP) AHA_3921
ASA, ASA_0317(ptsN) ASA_0477(celC) ASA_0480(celA) ASA_0484(treB) ASA_1394 ASA_1395 ASA_1397(manP) ASA_1939(fruB) ASA_1941(fruA) ASA_2377 ASA_2827(nagE) ASA_2951(malX) ASA_2992(scrA) ASA_3062(crr) ASA_3166(ptsG) ASA_3581(srlB) ASA_3582(srlE) ASA_3757(mtlA) ASA_4216(sgaA) ASA_4217(sgaB) ASA_4276
AVR, B565_0307 B565_0504 B565_0788 B565_0791 B565_1161 B565_1162 B565_1164 B565_1178 B565_2008 B565_2010 B565_2116 B565_2243 B565_2669 B565_2759 B565_2879 B565_2901 B565_2904 B565_3060 B565_3592 B565_3892 B565_3893 B565_3951
TAU, Tola_0165 Tola_0243 Tola_0244 Tola_0283 Tola_0286 Tola_0288 Tola_0444 Tola_0445 Tola_0449 Tola_0452 Tola_0624 Tola_0815 Tola_0836 Tola_1481 Tola_1876 Tola_1877 Tola_1898 Tola_1903 Tola_1907 Tola_1976 Tola_2091 Tola_2135 Tola_2656 Tola_2940 Tola_2983 Tola_2992 Tola_3066 Tola_3067 Tola_3102 Tola_3104 Tola_3106
DNO, DNO_0610 DNO_0703
AFE, Lferr_2628 Lferr_2631
AFR, AFE_3020 AFE_3023
BCI, BCI_0451
NMA, NMA0390 NMA0946
NME, NMB0736(ptsN) NMB2046
NMC, NMC0689 NMC2026
NMN, NMCC_0140 NMCC_0696(ptsN)
NMI, NMO_0122 NMO_0626(ptsN)
NGO, NGO0313 NGO2036
NGK, NGK_0461 NGK_2200
NLA, NLA_14980 NLA_2790
CVI, CV_0241 CV_0559(nagE) CV_0814 CV_0979(ptsG) CV_2310(frwB) CV_2311(ptsA) CV_3052(fruB) CV_3054(fruA) CV_3300(treB) CV_3334
LHK, LHK_02027 LHK_02946
RSO, RS05327(RSp1282) RSc0346 RSc0406(ptsN) RSc2861(fruB) RSc2863(fruA) RSp1285(scrA)
RSC, RCFBP_10596(fruA) RCFBP_10598(fruB) RCFBP_21082(ptsN) RCFBP_21141
RSL, RPSI07_0642(fruA) RPSI07_0644(fruB) RPSI07_3000(ptsN) RPSI07_3063 RPSI07_mp1099 RPSI07_mp1102(scrA)
RPI, Rpic_0202 Rpic_0261 Rpic_3108 Rpic_3110
RPF, Rpic12D_0221 Rpic12D_0288 Rpic12D_2743 Rpic12D_2745
REU, Reut_A0295 Reut_A0353
REH, H16_A0312(nagE) H16_A0324(fruA) H16_A0384
RME, Rmet_0244 Rmet_0300(ptsN)
CTI, RALTA_A0263 RALTA_A0329(ptsN)
CNC, CNE_1c03400(fruA) CNE_1c04010
BMA, BMA3110(ptsN) BMA3171 BMA3172(nagE) BMA3213
BMV, BMASAVP1_A0078(ptsN) BMASAVP1_A0141 BMASAVP1_A0142(nagE) BMASAVP1_A0187
BML, BMA10229_A1405 BMA10229_A1446(nagE) BMA10229_A1447 BMA10229_A1512(ptsN)
BMN, BMA10247_2832 BMA10247_2874(nagE) BMA10247_2875 BMA10247_2940(ptsN)
BPS, BPSL0438 BPSL0498 BPSL0499 BPSL0531
BPM, BURPS1710b_0656 BURPS1710b_0723 BURPS1710b_0724(nagE) BURPS1710b_0763(ptsN)
BPL, BURPS1106A_0491 BURPS1106A_0555(nagE) BURPS1106A_0595(ptsN)
BPD, BURPS668_0472 BURPS668_0537 BURPS668_0538(nagE) BURPS668_0579(ptsN)
BPR, GBP346_A0401 GBP346_A0465 GBP346_A0466(nagE) GBP346_A0506
BTE, BTH_I0411 BTH_I0450 BTH_I0484(ptsN) BTH_II0906 BTH_II0908
BVI, Bcep1808_2898 Bcep1808_2925 Bcep1808_2926 Bcep1808_2962
BUR, Bcep18194_A6123 Bcep18194_A6151 Bcep18194_A6191 Bcep18194_B2620 Bcep18194_C7243
BCN, Bcen_2179 Bcen_2207 Bcen_2209 Bcen_2248
BCH, Bcen2424_2793 Bcen2424_2821 Bcen2424_2822 Bcen2424_2862 Bcen2424_3519
BCM, Bcenmc03_2804 Bcenmc03_2832 Bcenmc03_2833 Bcenmc03_2873 Bcenmc03_3999
BCJ, BCAL0734 BCAL0780 BCAL0781 BCAM0545
BAM, Bamb_2853 Bamb_2881 Bamb_2882 Bamb_2917
BAC, BamMC406_2711 BamMC406_2739 BamMC406_2740 BamMC406_2779
BMU, Bmul_0441 Bmul_0481 Bmul_0482 Bmul_0522
BMJ, BMULJ_02737(ptsN) BMULJ_02774(pts-Nag-EIIB) BMULJ_02814(pts-Unk-EIIA)
BXE, Bxe_A4124 Bxe_A4152 Bxe_A4153 Bxe_A4186
BPH, Bphy_0260 Bphy_0295 Bphy_0296 Bphy_0324
BPY, Bphyt_0529 Bphyt_0563 Bphyt_0564 Bphyt_0594
BGL, bglu_1g31230 bglu_1g31490 bglu_1g31500 bglu_1g31840
BUG, BC1001_0252 BC1001_0285 BC1001_0286 BC1001_0309 BC1001_4249 BC1001_4251
BGE, BC1002_0255 BC1002_0287 BC1002_0288 BC1002_0319 BC1002_5514 BC1002_5515
BGF, BC1003_0263 BC1003_0296 BC1003_0297 BC1003_0320
BRH, RBRH_02140 RBRH_02203
