"16S rRNA Count","Group","GC Content","Endospores","Has ADP PFK","Sequencing Center","Taxonomy ID","Pathogenic in","Genbank accessions","Paralogs Count","Motility","Gram Stain","Refseq accessions","Has Any 1PFK","Genome Name","Body Site","Metabolism","MetaCyc %","Has Any Gluconate Dehydratase","Status","Oxygen Req NCBI","Oxygen Requirement IMG","RefSeq project ID","Diseases","Super Kingdom","Paralogs %","KEGG Count","IMG Pathwawy Count","GOLD ID","KEGG ID","Ecosystem Type","Isolation","Temperature Range","Ecosystem Category","Has EDA","Project ID","Class","MetaCyc Count","Optimal temp.","Gene Count","Sporulation","Sequence Status","IMG Pathway %","Organism Name","Ecosystem","IMG Submission ID","Disease","Proposal Name","Salinity","GenBank Project ID","Has ZWF","Ecosystem Subtype","Has 6PGL","Temp. range","Has EDD","Genus","Order","Energy Category","Energy Source","Genome Size","Cell Arrangement","NCBI Taxon ID","Domain","Body Subsite","Habitat","Family","Taxon Object ID","Has Gluconokinase","Has Rubisco","Biotic Relationships","Arrangment","Has Gluconate Dehydratase","Strain","Shape","Phylum","KEGG %","Has 1PFK","Has PPi PFK","Has Phosphoketolase","Cell Shape","Specific Ecosystem","RefSeq Project ID","Species","Phenotype"
1,"Bacteroidetes/Chlorobi",53,"No","FALSE","DOE Joint Genome Institute",640427130,"No","CP000607",136,"No",0,0,"FALSE","Chlorobium phaeovibrioides DSM 265",,"Nitrogen fixation",26,"FALSE","Finished","Facultative","Facultative",58129,"None","Bacteria",7.43,682,234,"Gc00533","pvi",,"Free living","Mesophile",,"FALSE",12607,"Chlorobia",476,0,1831,"Nonsporulating","complete",12.78,"Chlorobium phaeovibrioides DSM 265",,,"None","zzz","Mesophilic",12607,"TRUE",,"TRUE","Mesophilic","FALSE","Chlorobium","Chlorobiales","Inorganic","Photosynthetic",1.96686,"Singles, Chains",290318,"Bacteria",,"Aquatic","Chlorobiaceae",640427130,"FALSE","TRUE","Free living","Spiral aggregates","FALSE","DSM 265","Sphere, Oval","Chlorobi",37.25,"FALSE","FALSE","FALSE","Rod-shaped",,58129,"vibrioformis","Green sulfur"
1,"Betaproteobacteria",50.7,,"FALSE","DOE Joint Genome Institute",637000195,"No","AL954747",363,"Yes",0,0,"FALSE","Nitrosomonas europaea ATCC 19718",,"Carbon dioxide fixation, Nitrifying",20.38,"FALSE","Finished","Aerobic","Aerobe",57647,"None","Bacteria",13.8,814,268,"Gc00134","neu",,"Free living","Mesophile",,"FALSE",52,"Betaproteobacteria",536,0,2630,,"complete",10.19,"Nitrosomonas europaea ATCC 19718",,,,"Nitrosomonas europaea",,52,"TRUE",,"TRUE","Mesophilic","FALSE","Nitrosomonas","Nitrosomonadales","Inorganic","Chemolithoautotroph",2.81209,,228410,"Bacteria",,"Multiple","Nitrosomonadaceae",637000195,"FALSE","TRUE","Free living","Singles","FALSE","ATCC 19718","Coccobacillus","Proteobacteria",30.95,"FALSE","FALSE","FALSE",,,57647,"europaea","Nitrogen cycle"
4,"Gammaproteobacteria",66.3,,"FALSE","Sanger Institute, Simon Fraser Univ, Univ of British Columbia, Univ of Liverpool",643348568,"Human","FM209186",1283,"Yes",0,0,"TRUE","Pseudomonas aeruginosa LESB58","Airways",,17.46,"TRUE","Finished","Aerobic","Aerobe",59275,"Cystic Fibrosis","Bacteria",21.29,1660,389,"Gc00915","pag",,"Free living","Mesophile",,"TRUE",31101,"Gammaproteobacteria",1052,0,6026,"Nonsporulating","complete",6.46,"Pseudomonas aeruginosa LESB58",,,"Lung infections","zzz",,31101,"TRUE",,"TRUE","Mesophilic","TRUE","Pseudomonas","Pseudomonadales","Organic","Heterotroph",6.6,"Singles",557722,"Bacteria",,"Multiple","Pseudomonadaceae",643348568,"TRUE","FALSE","Free living","Singles","FALSE","LESB58","Rod","Proteobacteria",27.55,"TRUE","FALSE","FALSE","Rod-shaped",,59275,"aeruginosa","Pathogen"
7,"Gammaproteobacteria",52.1,,"FALSE","J. Craig Venter Institute",642555156,"Human, Animal","CP001120,CP001119,CP001118",814,"Yes",0,0,"TRUE","Salmonella enterica sv Heidelberg SL476, CVM30485",,,18.78,"TRUE","Finished","Facultative","Facultative",58973,"Gastroenteritis, Salmonellosis, Food poisoning","Bacteria",16.67,1487,501,"Gc00839","seh",,"Free living","Mesophile",,"TRUE",20045,"Gammaproteobacteria",917,0,4884,"Nonsporulating","complete",10.26,"Salmonella enterica subsp. enterica serovar Heidelberg str. SL476",,,"Gastroenteritis","zzz",,20045,"TRUE",,"TRUE","Mesophilic","TRUE","Salmonella","Enterobacteriales","Organic","Chemoorganotroph",4.9944,"Singles, Pairs",454169,"Bacteria",,"Multiple","Enterobacteriaceae",642555156,"TRUE","FALSE","Free living",,"FALSE","subsp. enterica serovar Heidelberg str. SL476","Rod","Proteobacteria",30.45,"TRUE","FALSE","FALSE","Rod-shaped",,58973,"enterica","Nontyphoidal"
1,"Crenarchaeota",36.7,"No","FALSE","Epidauros Biotechnologie AG, Univ of Copenhagen",638154517,"No","CP000077",296,"No",,0,"FALSE","Sulfolobus acidocaldarius DSM 639",,"Sulfur oxidizer",19.16,"TRUE","Finished","Aerobic","Obligate aerobe",58379,"None","Archaea",12.63,635,229,"Gc00273","sai",,"Free living","Thermophile",,"FALSE",13935,"Thermoprotei",449,"70-75",2343,"Nonsporulating","complete",9.77,"Sulfolobus acidocaldarius DSM 639",,,,"zzz",,13935,"FALSE",,"FALSE","Thermophilic","FALSE","Sulfolobus","Sulfolobales","Inorganic","Lithotroph",2.22596,"Singles",330779,"Archaea",,"Specialized","Sulfolobaceae",638154517,"FALSE","FALSE","Free living","Singles","TRUE","DSM 639","Coccus","Crenarchaeota",27.1,"FALSE","FALSE","FALSE","Coccus-shaped",,58379,"acidocaldarius","Acidophile"
10,"Firmicutes",48.9,"Yes","FALSE","Nankai Univ",640069312,,"CP000557,CP000558",563,"Yes",0,0,"TRUE","Geobacillus thermodenitrificans NG80-2",,"Hydrocarbon degrading, Degrades long-chain alkanes",19.38,"FALSE","Finished","Facultative","Facultative",58829,"None","Bacteria",15.46,1132,384,"Gc00532","gtn",,"Free living","Thermophile",,"TRUE",18655,"Bacilli",706,65,3642,"Sporulating","complete",10.54,"Geobacillus thermodenitrificans NG80-2",,,,"zzz","Non-halophilic",18655,"TRUE",,"FALSE","Thermophilic","FALSE","Geobacillus","Bacillales","Organic","Chemoorganotroph",3.60832,,420246,"Bacteria",,"Specialized","Bacillaceae",640069312,"TRUE","FALSE","Free living",,"FALSE","NG80-2 enterocolitica 8081","Rod","Firmicutes",31.08,"TRUE","FALSE","FALSE","Rod-shaped",,58829,"thermodenitrificans",
4,"Epsilonproteobacteria",,"No","FALSE","DOE Joint Genome Institute, DSMZ",646564506,"No","CP001999",451,"Yes",0,0,"FALSE","Arcobacter nitrofigilis DSM 7299",,"Nitrogen fixation",18.63,"TRUE","Finished","Microaerophilic","Microaerophilic",49001,"None","Bacteria",14.01,967,173,"Gc01280","ant",,"Symbiotic","Mesophile",,"TRUE",32593,"Epsilonproteobacteria",600,0,3220,"Nonsporulating","complete",5.37,"Arcobacter nitrofigilis DSM 7299",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,32593,"TRUE",,"TRUE","Mesophilic","TRUE","Arcobacter","Campylobacterales","Inorganic","Chemosynthetic",3.2,,572480,"Bacteria",,"Multiple","Campylobacteraceae",646564506,"FALSE","FALSE","Symbiotic",,"FALSE","DSM 7299","Curved rod","Proteobacteria",30.03,"FALSE","FALSE","FALSE","Rod-shaped",,49001,"nitrofigilis",
1,"Alphaproteobacteria",29.7,,"FALSE","COMB, Diversa, Oregon State Univ",637000058,,"CP000084",60,"No",0,0,"FALSE","Candidatus Pelagibacter ubique SAR11 HTCC1062",,,33.29,"FALSE","Finished","Aerobic","Aerobe",58401,"None","Bacteria",4.3,653,204,"Gc00279","pub",,"Free living","Mesophile",,"FALSE",13989,"Alphaproteobacteria",464,0,1394,,"complete",14.63,"Candidatus Pelagibacter ubique HTCC1062",,,,"zzz",,13989,"FALSE",,"FALSE","Mesophilic","FALSE","Candidatus Pelagibacter","Rickettsiales","Unknown","Oligotroph",1.3,"Singles",335992,"Bacteria",,"Aquatic","unclassified",637000058,"FALSE","FALSE","Free living","Singles","FALSE","ubique HTCC1062","Rod","Proteobacteria",46.84,"FALSE","FALSE","FALSE","Rod-shaped",,58401,"ubique HTCC1062",
2,"Betaproteobacteria",64,,"FALSE","DOE Joint Genome Institute",644736333,,"CP001715,CP001717,CP001716,CP001718",893,,0,0,"TRUE","Candidatus Accumulibacter phosphatis Type IIA UW-1",,"Acetate oxidizer",15.87,"FALSE","Finished",,"Aerobe",59207,"None","Bacteria",18.64,1214,277,"Gc01096","app",,"Free living","Mesophile",,"FALSE",29435,"Betaproteobacteria",760,0,4790,,"complete",5.78,"Candidatus Accumulibacter phosphatis clade IIA str. UW-1",,,,"zzz",,29435,"FALSE",,"FALSE","Mesophilic","FALSE","Candidatus Accumulibacter","Rhodocyclales","Organic","Chemoheterotroph",5.30852,,522306,"Bacteria",,"Specialized","Rhodocyclaceae",644736333,"FALSE","TRUE","Free living",,"FALSE","phosphatis clade IIA str. UW-1","Rod","Proteobacteria",25.34,"TRUE","FALSE","FALSE","Rod-shaped",,59207,"Accumulibacter","EBPR, Polyphosphate-accumulating"
2,"Thermotogae",35,"No","FALSE","DOE Joint Genome Institute",640753026,"No","CP000771",203,"Yes",0,0,"TRUE","Fervidobacterium nodosum Rt17-B1",,,20.25,"FALSE","Finished","Anaerobic","Anaerobe",58625,"None","Bacteria",10.99,616,176,"Gc00630","fno",,"Free living","Thermophile",,"FALSE",16719,"Thermotogae",374,70,1847,"Nonsporulating","complete",9.53,"Fervidobacterium nodosum Rt17-B1",,,,"Thermotogales",,16719,"FALSE",,"FALSE","Thermophilic","FALSE","Fervidobacterium","Thermotogales","Organic","Chemoorganotroph",1.94894,"Chains, Pairs, Singles",381764,"Bacteria",,"Specialized","Thermotogaceae",640753026,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","Rt17-B1","Rod","Thermotogae",33.35,"TRUE","FALSE","FALSE","Rod-shaped",,58625,"nodosum",
7,"Gammaproteobacteria",40.4,"No","FALSE","Genoscope",637000002,"Human","CR543861",435,"No",0,0,"TRUE","Acinetobacter baylyi ADP1",,,21.21,"TRUE","Finished","Aerobic","Aerobe",61597,"Nosocomial infection","Bacteria",12.67,1059,344,"Gc00201","aci",,"Free living","Mesophile",,"TRUE",12352,"Gammaproteobacteria",728,37,3433,"Nonsporulating","complete",10.02,"Acinetobacter sp. ADP1",,,"Nosocomial infections in immunocompromised individuals","zzz","Non-halophilic",12352,"FALSE",,"FALSE","Mesophilic","TRUE","Acinetobacter","Pseudomonadales","Organic","Chemoheterotroph, Heterotroph",3.6,,62977,"Bacteria",,"Multiple","Moraxellaceae",637000002,"TRUE","FALSE","Free living","Pairs","FALSE","ADP1","Coccobacillus","Proteobacteria",30.85,"TRUE","FALSE","FALSE","Rod-shaped",,61597,"sp.","Pathogen"
1,"Euryarchaeota",51.3,"No","TRUE","KORDI",643348580,"No","CP000855",247,"Yes",,0,"TRUE","Thermococcus onnurineus NA1",,,15.34,"FALSE","Finished","Anaerobic","Anaerobe",59043,"None","Archaea",12.19,528,143,"Gc00859","ton",,"Free living","Hyperthermophile",,"FALSE",20773,"Thermococci",311,80,2027,"Nonsporulating","complete",7.05,"Thermococcus onnurineus NA1",,,,"zzz",,20773,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Thermococcus","Thermococcales","Organic","Heterotroph",1.84761,,523850,"Archaea",,"Terrestrial","Thermococcaceae",643348580,"FALSE","TRUE","Free living","Singles","FALSE","NA1","Coccus","Euryarchaeota",26.05,"FALSE","FALSE","FALSE","Coccus-shaped",,59043,"onnurineus",
2,"Cyanobacteria",42.3,,"FALSE","Kazusa DNA Research Institute, Univ of Tsukuba",641522640,"Animal, Human","AP009552",2298,"No",,0,"FALSE","Microcystis aeruginosa NIES-843",,,9.54,"FALSE","Finished","Aerobic","Aerobe",59101,"Gastroenteritis, Hepatic inflammation, Skin irritation","Bacteria",36.13,984,286,"Gc00706","mar",,"Free living","Mesophile",,"FALSE",27835,"Cyanophyceae",607,0,6360,,"complete",4.5,"Microcystis aeruginosa NIES-843",,,"Cyanobacterial hepatotoxicosis, gastroenteritis, skin irritation","zzz",,27835,"TRUE",,"TRUE","Mesophilic","FALSE","Microcystis","Chroococcales","Inorganic","Autotroph",5.84279,"Singles",449447,"Bacteria",,"Aquatic","Microcystaceae",641522640,"FALSE","TRUE","Free living","Singles","FALSE","NIES-843","Coccus","Cyanobacteria",15.47,"FALSE","FALSE","FALSE","Coccus-shaped",,59101,"aeruginosa","Pathogen, Bloom forming, Toxic"
1,"Betaproteobacteria",53.9,,"FALSE","DOE Joint Genome Institute, Oregon State Univ",637000197,,"CP000103,CP000104,CP000105,CP000106",422,"Yes",0,0,"FALSE","Nitrosospira multiformis ATCC 25196",,"Ammonia-oxidizer, Nitrifying",20.52,"FALSE","Finished","Aerobic","Aerobe",58361,"None","Bacteria",14.63,880,275,"Gc00325","nmu",,"Free living","Mesophile",,"FALSE",13912,"Betaproteobacteria",592,0,2885,,"complete",9.53,"Nitrosospira multiformis ATCC 25196",,,,"zzz",,13912,"TRUE",,"TRUE","Mesophilic","FALSE","Nitrosospira","Nitrosomonadales","Inorganic","Autotroph, Lithotroph",3.25,,323848,"Bacteria",,"Terrestrial","Nitrosomonadaceae",637000197,"FALSE","TRUE","Free living",,"FALSE","ATCC 25196","Pleomorphic","Proteobacteria",30.5,"FALSE","FALSE","FALSE","Pleomorphic-shaped",,58361,"multiformis",
7,"Gammaproteobacteria",52.2,"No","FALSE","Imperial College, Sanger Institute",642555158,"Human","FM200053",643,"Yes",0,0,"TRUE","Salmonella enterica sv Paratyphi A AKU_12601",,,21.08,"TRUE","Finished","Facultative","Facultative",59269,"Gastroenteritis, Food poisoning, Salmonellosis, Typhoid fever","Bacteria",15.28,1426,395,"Gc00853","sek",,"Free living","Mesophile",,"TRUE",30943,"Gammaproteobacteria",887,0,4208,"Nonsporulating","complete",9.39,"Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601",,,"Paratyphoid fever","zzz",,30943,"TRUE",,"TRUE","Mesophilic","TRUE","Salmonella","Enterobacteriales","Organic","Chemoorganotroph",4.6,"Pairs, Singles",554290,"Bacteria",,"Multiple","Enterobacteriaceae",642555158,"TRUE","FALSE","Free living",,"FALSE","subsp. enterica serovar Paratyphi A str. AKU_12601","Rod","Proteobacteria",33.89,"TRUE","FALSE","FALSE","Rod-shaped",,59269,"enterica","Pathogen"
1,"Thermotogae",46.2,"No","FALSE","J. Craig Venter Institute",637000321,"No","AE000512",180,"Yes",0,0,"TRUE","Thermotoga maritima MSB8",,,21.93,"FALSE","Finished","Anaerobic","Anaerobe",57723,"None","Bacteria",9.4,732,221,"Gc00023","tma",,"Free living","Hyperthermophile",,"TRUE",111,"Thermotogae",420,80,1915,"Nonsporulating","complete",11.54,"Thermotoga maritima MSB8",,,"None","zzz",,111,"TRUE",,"TRUE","Hyperthermophilic","FALSE","Thermotoga","Thermotogales","Organic","Heterotroph",1.86072,,243274,"Bacteria",,"Specialized","Thermotogaceae",637000321,"TRUE","FALSE","Free living","Singles","FALSE","MSB8","Rod","Thermotogae",38.22,"TRUE","FALSE","FALSE","Rod-shaped",,57723,"maritima",
9,"Gammaproteobacteria",58.2,,"FALSE","NRC-IMB",641522605,"Fish","CP000644,AY301063,AY301064,AY301065,CP000645,CP000646",707,"Yes",0,0,"TRUE","Aeromonas salmonicida salmonicida A449",,,17.01,"TRUE","Finished","Facultative","Facultative",58631,"Furunculosis","Bacteria",15.34,1341,351,"Gc00536","asa",,"Free living","Psychrophile",,"TRUE",16723,"Gammaproteobacteria",784,0,4608,,"complete",7.62,"Aeromonas salmonicida subsp. salmonicida A449",,,"Furunculosis","zzz",,16723,"FALSE",,"FALSE","Mesophilic","TRUE","Aeromonas","Aeromonadales","Organic","Heterotroph",5.0462,,382245,"Bacteria",,"Aquatic","Aeromonadaceae",641522605,"TRUE","FALSE","Free living",,"FALSE","subsp. salmonicida A449","Rod","Proteobacteria",29.1,"TRUE","FALSE","FALSE","Rod-shaped",,58631,"salmonicida","Pathogen"
1,"Crenarchaeota",32.8,"No","FALSE","NITE",638154519,"No","BA000023",535,"No",,0,"FALSE","Sulfolobus tokodaii 7, JCM 10545",,"Sulfur metabolizing",14.59,"TRUE","Finished","Aerobic","Aerobe",57807,"None","Archaea",17.94,632,236,"Gc00061","sto",,"Free living","Hyperthermophile",,"FALSE",246,"Thermoprotei",435,80,2982,"Nonsporulating","complete",7.91,"Sulfolobus tokodaii str. 7",,,,"zzz",,246,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Sulfolobus","Sulfolobales","Inorganic","Lithotroph",2.7,,273063,"Archaea",,"Specialized","Sulfolobaceae",638154519,"FALSE","FALSE","Free living","Singles","TRUE","str. 7","Coccus","Crenarchaeota",21.19,"FALSE","FALSE","FALSE","Coccus-shaped",,57807,"tokodaii","Acidophile"
1,"Alphaproteobacteria",62.2,"No","FALSE","DOE Joint Genome Institute",637000137,"No","CP000264,CP000265",424,"No",0,0,"FALSE","Jannaschia sp. CCS1",,,20.33,"TRUE","Finished","Aerobic","Obligate aerobe",58147,"None","Bacteria",9.77,1339,362,"Gc00354","jan",,"Free living","Mesophile",,"TRUE",12733,"Alphaproteobacteria",882,30,4339,"Nonsporulating","complete",8.34,"Jannaschia sp. CCS1",,,,"Roseobacter Clade Strains","Mesophilic",12733,"TRUE",,"TRUE","Mesophilic","TRUE","Jannaschia","Rhodobacterales","Both","Heterotroph, Phototroph",4.386,"Chains",290400,"Bacteria",,"Aquatic","Rhodobacteraceae",637000137,"FALSE","TRUE","Free living","Chains","FALSE","CCS1","Rod","Proteobacteria",30.86,"FALSE","FALSE","FALSE","Rod-shaped",,58147,"sp.",
14,"Firmicutes",29.9,"Yes","FALSE","DOE Joint Genome Institute, Univ of Illinois",640753016,"No","CP000721",1511,"Yes",0,0,"TRUE","Clostridium beijerinckii NCIMB 8052",,,14.42,"FALSE","Finished",,"Anaerobe",58137,"None","Bacteria",28.56,1388,414,"Gc00585","cbe",,"Free living","Mesophile",,"TRUE",12637,"Clostridia",763,0,5290,"Sporulating","complete",7.83,"Clostridium beijerinckii NCIMB 8052",,,"None","Clostridium beijerinckii NCIMB 8052 Sequencing","Non-halophilic",12637,"FALSE",,"TRUE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",6,"Pairs, Singles",290402,"Bacteria",,,"Clostridiaceae",640753016,"FALSE","FALSE","Free living",,"FALSE","NCIMB 8052","Rod","Firmicutes",26.24,"TRUE","FALSE","FALSE","Rod-shaped",,58137,"beijerinckii","Non-Pathogen"
3,"Euryarchaeota",33.4,"No","TRUE","DOE Joint Genome Institute",641228496,"No","CP000867",216,"Yes",,0,"TRUE","Methanococcus maripaludis C6",,"Methanogen, Hydrogenotrophic, Nitrogen fixation",19.96,"FALSE","Finished","Anaerobic","Obligate anaerobe",58947,"None","Archaea",11.53,621,109,"Gc00678","mmx",,"Free living","Mesophile",,"FALSE",19639,"Methanococci",374,0,1874,"Nonsporulating","complete",5.82,"Methanococcus maripaludis C6",,,"None","5 mesophilic methanococci Proposal # 0179-051115",,19639,"FALSE",,"FALSE","Mesophilic","FALSE","Methanococcus","Methanococcales","Inorganic","Lithotroph",1.74419,"Singles",444158,"Archaea",,"Aquatic","Methanococcaceae",641228496,"FALSE","FALSE","Free living","Singles","FALSE","C6","Irregular coccus","Euryarchaeota",33.14,"FALSE","FALSE","FALSE","Coccus-shaped",,58947,"maripaludis","Non-Pathogen"
1,"Aquificae",46.9,"No","FALSE","DOE Joint Genome Institute, DSMZ",646564582,,"CP001931",122,"Yes",,0,"FALSE","Thermocrinis albus HI 11/12, DSM 14484",,,27.07,"FALSE","Finished","Aerobic","Microaerophilic",46231,"None","Bacteria",7.39,674,119,"Gc01206","tal",,"Free living","Hyperthermophile",,"FALSE",37275,"Aquificae",447,0,1651,"Nonsporulating","complete",7.21,"Thermocrinis albus DSM 14484",,,,"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)",,37275,"TRUE",,"TRUE","Thermophilic","FALSE","Thermocrinis","Aquificales","Inorganic","Chemolithoautotroph",1.5,"Clusters, Singles, Filaments",638303,"Bacteria",,,"Aquificaceae",646564582,"FALSE","FALSE","Free living","Singles, Pairs","FALSE","DSM 14484","Rod","Aquificae",40.82,"FALSE","FALSE","FALSE","Rod-shaped",,46231,"albus","Pink-colored"
5,"Alphaproteobacteria",69.4,"No","FALSE","DOE Joint Genome Institute",642555139,,"CP001029,CP001031,CP001030",1070,,0,0,"TRUE","Methylobacterium populi BJ001","Plant-root",,14.45,"TRUE","Finished","Aerobic","Aerobe",58937,"None","Bacteria",19.32,1315,151,"Gc00771","mpo",,"Free living","Mesophile",,"TRUE",19559,"Alphaproteobacteria",800,"20-30",5538,"Nonsporulating","complete",2.73,"Methylobacterium populi BJ001",,,,"LGT in Methylobacteria Proposal # 0165-051130","Non-halophilic",19559,"TRUE",,"TRUE","Mesophilic","TRUE","Methylobacterium","Rhizobiales","C1","Methylotroph",5.848,"Singles, Pairs",441620,"Bacteria",,,"Methylobacteriaceae",642555139,"TRUE","FALSE","Free living","Singles, Pairs, Rosettes","FALSE","BJ001","Rod","Proteobacteria",23.75,"TRUE","FALSE","TRUE","Rod-shaped",,58937,"populi",
1,"Crenarchaeota",59.9,"No","FALSE","DOE Joint Genome Institute",641522657,"No","CP001014",201,"No",,0,"FALSE","Thermoproteus neutrophilus V24Sta",,,17.19,"FALSE","Finished","Anaerobic","Anaerobe",58421,"None","Archaea",9.79,574,165,"Gc00753","tne",,"Free living","Hyperthermophile",,"FALSE",15645,"Thermoprotei",353,85,2053,"Nonsporulating","complete",8.04,"Thermoproteus neutrophilus V24Sta",,,,"Pyrobaculum",,15645,"FALSE",,"FALSE","Hyperthermophilic","FALSE","Thermoproteus","Thermoproteales","Inorganic","Autotroph",1.76982,,444157,"Archaea",,"Specialized","Thermoproteaceae",641522657,"FALSE","FALSE","Free living",,"FALSE","V24Sta","Rod","Crenarchaeota",27.96,"FALSE","FALSE","FALSE","Rod-shaped",,58421,"neutrophilus",
11,"Gammaproteobacteria",44.9,,"FALSE","LANL, Los Alamos National Lab",646311966,,"CP001805,CP001806",623,"Yes",0,0,"TRUE","Vibrio sp. Ex25",,,16.75,"TRUE","Finished",,"Facultative",41601,"None","Bacteria",13.32,1387,346,"Gc01137","vex",,"Free living","Mesophile",,"TRUE",40507,"Gammaproteobacteria",783,0,4676,"Nonsporulating","complete",7.4,"Vibrio sp. Ex25",,,,"zzz",,40507,"TRUE",,"TRUE",,"TRUE","Vibrio","Vibrionales","Organic","Heterotroph",5.1,"Singles",150340,"Bacteria",,"Aquatic","Vibrionaceae",646311966,"TRUE","FALSE","Free living",,"FALSE","Ex25","Rod","Proteobacteria",29.66,"TRUE","FALSE","FALSE","Rod-shaped",,41601,"sp.","Bioluminescent"
2,"Cyanobacteria",50.7,,"FALSE","DOE Joint Genome Institute",637000211,,"BX548175",196,"No",,0,"FALSE","Prochlorococcus marinus MIT 9313",,,21.51,"FALSE","Finished",,,57773,"None","Bacteria",8.4,773,258,"Gc00151","pmt",,"Free living","Mesophile",,"TRUE",220,"Cyanophyceae",502,0,2334,,"complete",11.05,"Prochlorococcus marinus str. MIT 9313",,,,"Prochlorococcus marinus MIT 9313",,220,"TRUE",,"TRUE","Mesophilic","FALSE","Prochlorococcus","Synechococcales","Inorganic","Photosynthetic",2.4,,74547,"Bacteria",,"Aquatic","Synechococcaceae",637000211,"FALSE","TRUE","Free living","Singles","FALSE","str. MIT 9313","Oval","Cyanobacteria",33.12,"FALSE","FALSE","FALSE","Oval-shaped",,57773,"marinus","Low light adapted"
1,"Cyanobacteria",31.2,,"FALSE","DOE Joint Genome Institute, MIT",637000210,,"CP000111",126,"No",0,0,"FALSE","Prochlorococcus marinus MIT 9312",,,24.57,"FALSE","Finished",,,58357,"None","Bacteria",6.77,696,241,"Gc00317","pmi",,"Free living","Mesophile",,"TRUE",13910,"Cyanophyceae",457,0,1860,,"complete",12.96,"Prochlorococcus marinus str. MIT 9312",,,,"Prochlorococcus marinus MIT 9312",,13910,"TRUE",,"TRUE","Mesophilic","FALSE","Prochlorococcus","Synechococcales","Inorganic","Photosynthetic",1.7092,"Singles",74546,"Bacteria",,"Aquatic","Synechococcaceae",637000210,"FALSE","TRUE","Free living","Singles","FALSE","str. MIT 9312","Oval","Cyanobacteria",37.42,"FALSE","FALSE","FALSE","Oval-shaped",,58357,"marinus","Small"
2,"Alphaproteobacteria",67.9,,"FALSE","DOE Joint Genome Institute",640427144,"No","CP000699,CP000701,CP000700",1373,"Yes",0,0,"FALSE","Sphingomonas wittichii RW1",,,19.92,"TRUE","Finished","Aerobic","Aerobe",58691,"None","Bacteria",25.13,1487,394,"Gc00571","swi",,"Free living","Mesophile",,"TRUE",17343,"Alphaproteobacteria",1088,0,5463,"Nonsporulating","complete",7.21,"Sphingomonas wittichii RW1",,,,"zzz",,17343,"TRUE",,"TRUE","Mesophilic","TRUE","Sphingomonas","Sphingomonadales","Organic","Heterotroph",5.93,,392499,"Bacteria",,"Aquatic","Sphingomonadaceae",640427144,"FALSE","FALSE","Free living",,"FALSE","RW1","Rod","Proteobacteria",27.22,"FALSE","FALSE","FALSE","Rod-shaped",,58691,"wittichii",
9,"Firmicutes",28.2,"Yes","FALSE","DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory",641522619,"Human","CP000939,CP000940",777,"Yes",0,0,"TRUE","Clostridium botulinum BoNT/B1 Okra",,,12.83,"FALSE","Finished","Anaerobic","Anaerobe",59147,"Botulism","Bacteria",19.62,902,154,"Gc00740","cbb",,"Free living","Mesophile",,"TRUE",28505,"Clostridia",508,37,3961,"Sporulating","complete",3.89,"Clostridium botulinum B1 str. Okra",,,"Botulism","zzz",,28505,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",4.10823,"Chains, Singles, Pairs",498213,"Bacteria",,"Multiple","Clostridiaceae",641522619,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","B1 str. Okra","Rod","Firmicutes",22.77,"TRUE","FALSE","FALSE","Rod-shaped",,59147,"botulinum","Pathogen"
9,"Firmicutes",28.1,"Yes","FALSE","DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory",641522617,"Human","CP000962,CP000963",782,"Yes",0,0,"TRUE","Clostridium botulinum BoNT/A3 Loch Maree",,,12.22,"FALSE","Finished","Anaerobic","Anaerobe",59149,"Botulism","Bacteria",19.11,913,150,"Gc00741","cbl",,"Free living","Mesophile",,"TRUE",28507,"Clostridia",500,37,4092,"Sporulating","complete",3.67,"Clostridium botulinum A3 str. Loch Maree",,,"Botulism","zzz",,28507,"FALSE",,"FALSE","Mesophilic","FALSE","Clostridium","Clostridiales","Organic","Chemoorganotroph",4.27,"Chains, Pairs, Singles",498214,"Bacteria",,"Multiple","Clostridiaceae",641522617,"FALSE","FALSE","Free living","Singles, Pairs, Chains","FALSE","A3 str. Loch Maree","Rod","Firmicutes",22.31,"TRUE","FALSE","FALSE","Rod-shaped",,59149,"botulinum","Pathogen"
